parent,child,segments
10,5,"[0, 1, 2]"
10,1,"[0, 1, 2]"
11,10,"[0, 1, 2]"
11,2,"[0, 1, 2]"
12,4,"[0, 1, 2]"
12,9,"[0, 1, 2]"
13,7,"[0, 1, 2]"
13,11,"[0, 1, 2]"
14,6,"[0, 1, 2]"
14,12,"[0, 1, 2]"
15,8,"[0, 1, 2]"
15,3,"[0, 1, 2]"
16,0,"[0, 1, 2]"
16,13,"[0, 1, 2]"
17,14,"[0, 1, 2]"
17,15,"[0, 1, 2]"
18,17,"[0, 1, 2]"
18,16,"[0, 1, 2]"
