parent,child,segments
10,5,"[0, 1, 2]"
11,2,"[0, 1, 2]"
12,10,"[1, 2]"
13,7,"[0, 1, 2]"
14,4,"[0, 1, 2]"
15,6,"[0, 1, 2]"
16,9,"[0, 1, 2]"
17,15,"[1, 2]"
18,3,"[0, 1, 2]"
19,0,"[0, 1, 2]"
20,10,[0]
20,11,[2]
21,14,"[0, 1]"
22,12,[2]
22,18,[2]
23,8,"[0, 1, 2]"
24,16,"[0, 1]"
25,1,"[0, 1, 2]"
26,23,"[0, 2]"
26,19,"[0, 2]"
27,11,"[0, 1]"
28,13,"[1, 2]"
28,27,[1]
29,25,"[0, 2]"
29,24,[0]
30,18,"[0, 1]"
31,27,[0]
31,13,[0]
32,19,[1]
32,16,[2]
33,26,"[0, 2]"
34,32,"[1, 2]"
34,21,[1]
35,29,"[0, 2]"
36,20,"[0, 2]"
37,28,"[1, 2]"
38,34,"[1, 2]"
39,33,[0]
39,12,[1]
40,31,[0]
40,14,[2]
41,30,[1]
41,21,[0]
42,39,"[0, 1]"
43,42,[0]
43,25,[1]
44,38,[1]
44,23,[1]
45,30,[0]
45,36,[0]
46,36,[2]
46,17,[1]
47,43,"[0, 1]"
47,38,[2]
48,46,"[1, 2]"
48,24,[1]
49,40,"[0, 2]"
50,37,[1]
50,37,[2]
51,50,"[1, 2]"
52,48,"[1, 2]"
53,41,"[0, 1]"
54,47,"[0, 1, 2]"
55,17,[2]
55,42,[1]
56,45,[0]
56,44,[1]
57,54,"[0, 2]"
58,15,[0]
58,49,[2]
59,56,"[0, 1]"
60,58,"[0, 2]"
61,60,[2]
61,53,[1]
62,35,[2]
62,61,"[1, 2]"
63,54,[1]
63,57,[0]
64,63,"[0, 1]"
65,55,"[1, 2]"
65,53,[0]
66,62,"[1, 2]"
66,59,[1]
67,60,[0]
67,22,[2]
68,66,"[1, 2]"
69,52,[2]
69,68,[1]
70,59,[0]
70,69,"[1, 2]"
71,67,"[0, 2]"
72,49,[0]
72,57,[2]
73,70,"[0, 1, 2]"
74,73,"[0, 1]"
74,68,[2]
75,74,"[0, 1, 2]"
75,33,[2]
76,75,"[0, 1, 2]"
77,76,"[0, 2]"
78,71,[2]
78,77,[2]
79,64,[1]
79,64,[0]
80,65,"[0, 1, 2]"
81,72,"[0, 2]"
81,71,[0]
82,79,"[0, 1]"
83,81,"[0, 2]"
84,80,"[0, 1]"
85,83,[0]
85,76,[1]
86,84,[0]
86,82,[1]
87,35,[0]
87,77,[0]
88,86,"[0, 1]"
89,85,"[0, 1]"
90,84,[1]
90,89,[0]
91,90,"[0, 1]"
92,82,[0]
92,89,[1]
93,92,"[0, 1]"
94,51,[1]
94,73,[2]
95,94,"[1, 2]"
96,52,[1]
96,95,[1]
97,93,[1]
97,91,[1]
98,91,[0]
98,88,[0]
99,93,[0]
99,83,[2]
100,88,[1]
100,78,[2]
101,87,[0]
101,51,[2]
102,100,"[1, 2]"
103,102,[2]
103,80,[2]
104,99,"[0, 2]"
105,95,[2]
105,104,[0]
106,105,"[0, 2]"
107,97,[1]
107,96,[1]
108,101,"[0, 2]"
109,103,[2]
109,98,[0]
110,108,[0]
110,107,[1]
111,110,"[0, 1]"
111,109,"[0, 2]"
112,111,"[0, 1, 2]"
113,112,"[0, 1]"
114,112,[2]
114,104,[2]
115,106,[0]
115,106,[2]
116,115,"[0, 2]"
117,102,[1]
117,113,[0]
118,117,"[0, 1]"
119,108,[2]
119,118,[1]
120,119,"[1, 2]"
121,120,[1]
121,116,[0]
122,121,"[0, 1]"
123,120,[2]
123,114,[2]
124,113,[1]
124,116,[2]
125,124,"[1, 2]"
126,118,[0]
126,122,[0]
127,123,[2]
127,125,[2]
128,122,[1]
128,125,[1]
