parent,child,segments
10,7,"[0, 1, 2]"
11,1,"[0, 1, 2]"
11,2,"[0, 1, 2]"
12,5,"[0, 1, 2]"
13,4,"[0, 1, 2]"
14,13,"[1, 2]"
15,11,"[0, 1, 2]"
16,8,"[0, 1, 2]"
17,14,[1]
17,9,"[0, 1, 2]"
18,12,"[0, 2]"
19,0,"[0, 1, 2]"
20,17,"[0, 1, 2]"
20,15,"[0, 1]"
21,6,"[0, 1, 2]"
22,21,[0]
22,12,[1]
23,16,"[0, 2]"
24,23,[2]
24,18,[0]
25,13,[0]
25,18,[2]
26,22,"[0, 1]"
26,15,[2]
27,19,[1]
27,20,"[0, 1, 2]"
28,26,"[0, 1, 2]"
29,3,"[0, 1, 2]"
30,25,"[0, 2]"
31,19,"[0, 2]"
32,29,"[0, 1]"
33,10,[2]
33,30,[2]
34,21,"[1, 2]"
34,31,[0]
35,33,[2]
35,34,"[0, 1, 2]"
36,27,"[0, 1, 2]"
37,24,"[0, 2]"
38,28,"[1, 2]"
38,29,[2]
39,38,"[1, 2]"
39,14,[2]
40,16,[1]
40,36,"[0, 1]"
41,35,"[0, 1, 2]"
42,41,"[0, 2]"
43,40,"[0, 1]"
43,32,[0]
44,39,"[1, 2]"
45,44,[2]
45,44,[1]
46,28,[0]
46,37,[2]
47,43,"[0, 1]"
48,32,[1]
48,47,[0]
49,45,"[1, 2]"
50,48,"[0, 1]"
51,42,[0]
51,37,[0]
52,42,[2]
52,23,[0]
53,52,"[0, 2]"
53,49,[2]
54,36,[2]
54,46,"[0, 2]"
55,47,[1]
55,51,[0]
56,41,[1]
56,49,[1]
57,55,"[0, 1]"
58,57,[1]
58,30,[0]
59,58,"[0, 1]"
60,54,"[0, 2]"
61,56,[1]
61,10,"[0, 1]"
62,53,"[0, 2]"
63,62,[2]
63,59,[0]
64,57,[0]
64,50,[1]
65,64,"[0, 1]"
66,63,"[0, 2]"
67,65,[1]
67,62,[0]
68,67,"[0, 1]"
69,68,[0]
69,59,[1]
70,69,"[0, 1]"
70,66,[2]
71,61,"[0, 1]"
72,71,[0]
72,50,[0]
73,70,"[0, 1, 2]"
74,73,"[1, 2]"
75,74,[2]
75,74,[1]
76,31,[2]
76,75,"[1, 2]"
77,76,"[1, 2]"
78,71,[1]
78,66,[0]
79,72,[0]
79,68,[1]
80,77,[2]
80,79,"[0, 1]"
81,80,"[0, 1, 2]"
82,78,"[0, 1]"
83,81,"[1, 2]"
84,60,[2]
84,73,[0]
85,77,[1]
85,81,[0]
86,65,[0]
86,82,[1]
87,84,"[0, 2]"
88,86,"[0, 1]"
88,82,[0]
89,85,"[0, 1]"
90,88,"[0, 1]"
90,89,[0]
91,83,[1]
91,83,[2]
92,87,[0]
92,87,[2]
93,90,"[0, 1]"
94,91,"[1, 2]"
95,92,"[0, 2]"
95,93,[0]
96,95,"[0, 2]"
97,96,[2]
97,60,[0]
98,97,"[0, 2]"
99,94,[1]
99,96,[0]
100,99,"[0, 1]"
101,93,[1]
101,98,[2]
102,101,"[1, 2]"
102,100,[1]
103,102,"[1, 2]"
104,100,[0]
104,94,[2]
105,104,"[0, 2]"
106,103,[2]
106,98,[0]
107,106,"[0, 2]"
108,103,[1]
108,107,[0]
109,89,[1]
109,108,"[0, 1]"
110,105,[2]
110,109,[0]
111,110,"[0, 2]"
112,105,[0]
112,111,[2]
113,112,"[0, 2]"
114,107,[2]
114,113,[2]
115,113,[0]
115,111,[0]
