parent,child,segments
10,0,"[0, 1, 2]"
11,7,"[0, 1, 2]"
12,9,"[0, 1, 2]"
12,11,[2]
13,5,"[0, 1, 2]"
14,8,"[0, 1, 2]"
15,1,"[0, 1, 2]"
16,15,"[1, 2]"
16,13,[0]
17,14,"[0, 2]"
17,3,"[0, 1, 2]"
18,4,"[0, 1, 2]"
19,10,[0]
19,14,[1]
20,18,"[0, 2]"
21,12,"[0, 1, 2]"
21,20,[2]
22,21,"[0, 1, 2]"
23,17,"[0, 1, 2]"
23,11,"[0, 1]"
24,22,"[0, 1]"
24,19,"[0, 1]"
25,10,"[1, 2]"
25,15,[0]
26,23,"[0, 1, 2]"
27,6,"[0, 1, 2]"
28,25,"[0, 1, 2]"
28,22,[2]
29,13,"[1, 2]"
29,27,"[0, 2]"
30,20,[0]
30,29,"[0, 1, 2]"
31,24,"[0, 1]"
32,28,"[0, 1, 2]"
33,31,[1]
33,26,[1]
34,30,"[0, 1, 2]"
35,34,"[0, 2]"
35,26,"[0, 2]"
36,16,"[0, 1, 2]"
37,2,"[0, 1, 2]"
38,32,"[0, 2]"
38,36,[1]
39,35,"[0, 2]"
40,36,"[0, 2]"
41,38,"[0, 1, 2]"
42,41,"[1, 2]"
43,34,[1]
43,42,[1]
44,43,[1]
44,37,[2]
45,39,[2]
45,27,[1]
46,33,[1]
46,45,"[1, 2]"
47,37,"[0, 1]"
47,40,[0]
48,44,"[1, 2]"
49,46,"[1, 2]"
50,48,[2]
50,32,[1]
51,47,"[0, 1]"
52,31,[0]
52,18,[1]
53,50,"[1, 2]"
53,49,[1]
54,52,"[0, 1]"
55,53,"[1, 2]"
56,41,[0]
56,39,[0]
57,54,[1]
57,40,[2]
58,57,"[1, 2]"
59,42,[2]
59,54,[0]
60,59,"[0, 2]"
61,51,[0]
61,55,[1]
62,60,[2]
62,61,"[0, 1]"
63,62,"[0, 1, 2]"
64,63,"[1, 2]"
64,56,[0]
65,64,"[0, 1, 2]"
66,65,"[1, 2]"
66,48,[1]
67,66,"[1, 2]"
67,49,[2]
68,67,"[1, 2]"
68,65,[0]
69,68,"[0, 1, 2]"
70,69,"[0, 1]"
71,70,[1]
71,70,[0]
72,63,[0]
72,55,[2]
73,69,[2]
73,60,[0]
74,73,"[0, 2]"
75,58,[2]
75,58,[1]
76,72,"[0, 2]"
77,75,"[1, 2]"
78,77,[1]
78,74,[2]
79,71,"[0, 1]"
80,76,[2]
80,78,"[1, 2]"
81,79,[0]
81,76,[0]
82,80,"[1, 2]"
83,82,[2]
83,79,[1]
84,77,[2]
84,82,[1]
85,83,"[1, 2]"
86,81,[0]
86,84,"[1, 2]"
87,86,"[0, 1, 2]"
88,85,[1]
88,87,[0]
89,87,"[1, 2]"
89,51,[1]
90,74,[0]
90,85,[2]
91,89,"[1, 2]"
92,88,"[0, 1]"
93,90,"[0, 2]"
93,91,[2]
94,92,[0]
94,92,[1]
95,94,"[0, 1]"
96,93,[0]
96,95,[1]
97,96,"[0, 1]"
98,95,[0]
98,97,[1]
99,91,[1]
99,98,"[0, 1]"
100,99,[0]
100,97,[0]
