parent,child,segments
10,6,"[0, 1, 2]"
11,3,"[0, 1, 2]"
12,1,"[0, 1, 2]"
12,10,[1]
13,5,"[0, 1, 2]"
14,8,"[0, 1, 2]"
15,13,"[0, 2]"
15,12,"[0, 1, 2]"
16,11,"[0, 1]"
17,4,"[0, 1, 2]"
18,2,"[0, 1, 2]"
19,18,"[0, 2]"
20,17,"[0, 1]"
20,10,"[0, 2]"
21,7,"[0, 1, 2]"
22,0,"[0, 1, 2]"
23,14,"[1, 2]"
24,21,"[0, 2]"
25,23,[2]
25,24,[2]
26,23,[1]
26,16,[0]
27,24,[0]
27,21,[1]
28,13,[1]
28,19,[0]
29,15,"[0, 1, 2]"
30,27,"[0, 1]"
30,11,[2]
31,26,"[0, 1]"
31,17,[2]
32,31,"[0, 1, 2]"
33,28,"[0, 1]"
34,9,"[0, 1, 2]"
34,25,[2]
35,33,[0]
35,32,"[0, 2]"
36,32,[1]
36,35,"[0, 2]"
37,19,[2]
37,29,[2]
38,30,"[0, 1, 2]"
39,34,"[0, 1, 2]"
39,20,"[0, 1, 2]"
40,38,"[0, 2]"
41,29,"[0, 1]"
41,14,[0]
42,40,[2]
42,40,[0]
43,36,"[0, 1, 2]"
44,42,"[0, 2]"
44,37,[2]
45,41,"[0, 1]"
46,38,[1]
46,22,"[0, 1]"
47,43,[0]
47,39,"[0, 1, 2]"
48,45,[1]
48,43,"[1, 2]"
49,48,"[1, 2]"
49,18,[1]
50,46,"[0, 1]"
50,45,[0]
51,47,"[0, 1, 2]"
52,16,[1]
52,50,"[0, 1]"
53,52,"[0, 1]"
54,51,"[1, 2]"
54,53,[1]
55,49,"[1, 2]"
55,54,"[1, 2]"
56,44,"[0, 2]"
57,56,[0]
57,22,[2]
58,55,"[1, 2]"
59,33,[1]
59,58,[1]
60,57,"[0, 2]"
61,53,[0]
61,58,[2]
62,51,[0]
62,61,"[0, 2]"
63,62,"[0, 2]"
64,56,[2]
64,60,[2]
65,64,[2]
65,63,[0]
66,65,"[0, 2]"
67,63,[2]
67,60,[0]
68,67,"[0, 2]"
69,68,[0]
69,68,[2]
70,69,"[0, 2]"
71,70,[2]
71,66,[0]
72,71,"[0, 2]"
73,72,[2]
73,66,[2]
74,70,[0]
74,72,[0]
