parent,child,segments
10,6,"[0, 1, 2]"
11,8,"[0, 1, 2]"
12,4,"[0, 1, 2]"
13,3,"[0, 1, 2]"
14,5,"[0, 1, 2]"
15,10,"[0, 1]"
16,7,"[0, 1, 2]"
16,11,"[0, 2]"
17,0,"[0, 1, 2]"
17,15,[0]
18,17,"[0, 1, 2]"
19,14,"[0, 2]"
20,1,"[0, 1, 2]"
21,9,"[0, 1, 2]"
22,16,"[0, 1, 2]"
23,21,[0]
23,22,"[0, 1]"
24,13,"[0, 2]"
25,18,"[1, 2]"
26,10,[2]
26,12,[0]
27,11,[1]
27,25,[1]
28,12,"[1, 2]"
29,20,"[0, 1]"
30,21,"[1, 2]"
31,23,"[0, 1]"
32,31,[1]
32,22,[2]
33,13,[1]
33,14,[1]
34,19,[0]
34,32,"[1, 2]"
35,26,"[0, 2]"
36,35,[2]
36,18,[0]
37,28,[2]
37,31,[0]
38,24,[2]
38,30,[2]
39,19,[2]
39,2,"[0, 1, 2]"
40,36,"[0, 2]"
40,20,[2]
41,37,"[0, 2]"
42,34,"[0, 1, 2]"
43,42,"[0, 2]"
44,27,[1]
44,38,[2]
45,39,"[0, 1, 2]"
46,35,[0]
46,41,[2]
47,28,[1]
47,15,[1]
48,45,"[0, 1]"
49,40,"[0, 2]"
49,44,"[1, 2]"
50,49,"[0, 1, 2]"
51,46,"[0, 2]"
52,43,[0]
52,43,[2]
53,33,[1]
53,47,[1]
54,53,[1]
54,29,[1]
55,52,"[0, 2]"
56,48,[1]
56,50,[1]
57,45,[2]
57,29,[0]
58,50,"[0, 2]"
59,54,[1]
59,58,[0]
60,55,[0]
60,51,[0]
61,59,"[0, 1]"
62,30,[1]
62,56,[1]
63,57,"[0, 2]"
64,25,[2]
64,55,[2]
65,63,[0]
65,42,[1]
66,65,"[0, 1]"
67,24,[0]
67,64,[2]
68,41,[0]
68,66,[1]
69,67,"[0, 2]"
70,62,[1]
70,61,[0]
71,68,"[0, 1]"
72,70,"[0, 1]"
72,71,[0]
73,72,"[0, 1]"
74,69,[0]
74,71,[1]
75,63,[2]
75,61,[1]
76,74,"[0, 1]"
76,60,[0]
77,75,"[1, 2]"
78,77,[1]
78,58,[2]
79,77,[2]
79,48,[0]
80,69,[2]
80,73,[1]
81,80,"[1, 2]"
82,79,"[0, 2]"
83,78,"[1, 2]"
84,82,[2]
84,81,[1]
85,84,"[1, 2]"
86,76,"[0, 1]"
87,85,[2]
87,66,[0]
88,83,[1]
88,81,[2]
89,87,"[0, 2]"
90,88,"[1, 2]"
91,83,[2]
91,86,[1]
92,91,"[1, 2]"
93,92,[2]
93,90,[1]
94,93,"[1, 2]"
95,82,[0]
95,86,[0]
96,94,[1]
96,51,[2]
97,92,[1]
97,94,[2]
98,85,[1]
98,95,[0]
99,97,"[1, 2]"
100,98,"[0, 1]"
100,96,"[1, 2]"
101,100,"[0, 1, 2]"
102,101,"[0, 2]"
103,99,[2]
103,101,[1]
104,103,"[1, 2]"
105,99,[1]
105,102,[2]
106,73,[0]
106,102,[0]
107,105,"[1, 2]"
108,89,[2]
108,104,[1]
109,108,"[1, 2]"
110,109,[1]
110,109,[2]
111,110,"[1, 2]"
112,106,[0]
112,111,[2]
113,112,"[0, 2]"
114,113,[2]
114,111,[1]
115,114,"[1, 2]"
116,115,[2]
116,89,[0]
117,115,[1]
117,107,[1]
118,116,"[0, 2]"
119,107,[2]
119,118,[0]
120,119,"[0, 2]"
121,90,[2]
121,120,[0]
122,121,"[0, 2]"
123,122,[0]
123,120,[2]
124,123,"[0, 2]"
125,113,[0]
125,122,[2]
126,125,"[0, 2]"
127,104,[2]
127,126,[0]
128,127,"[0, 2]"
129,124,[2]
129,128,[2]
130,124,[0]
130,118,[2]
131,128,[0]
131,126,[2]
132,131,"[0, 2]"
133,130,"[0, 2]"
134,132,[0]
134,129,[2]
135,134,"[0, 2]"
136,133,[2]
136,135,[0]
137,136,"[0, 2]"
138,135,[2]
138,137,[2]
139,138,[2]
139,132,[2]
140,137,[0]
140,133,[0]
