parent,child,segments
10,0,"[0, 1, 2]"
10,5,"[0, 1, 2]"
11,10,"[0, 1, 2]"
12,2,"[0, 1, 2]"
12,7,"[0, 1, 2]"
13,9,"[0, 1, 2]"
14,6,"[0, 1, 2]"
14,12,"[0, 1, 2]"
15,3,"[0, 1, 2]"
15,11,"[0, 2]"
16,1,"[0, 1, 2]"
17,16,"[1, 2]"
17,13,"[1, 2]"
18,14,"[0, 1, 2]"
19,18,[0]
19,18,"[1, 2]"
20,4,"[0, 1, 2]"
21,20,[2]
21,8,"[0, 1, 2]"
22,20,"[0, 1]"
23,22,[0]
23,22,[1]
24,13,[0]
24,11,[1]
25,21,"[0, 1, 2]"
26,17,"[1, 2]"
26,23,"[0, 1]"
27,15,"[0, 1, 2]"
28,25,"[0, 2]"
28,27,[2]
29,26,"[0, 1, 2]"
30,24,"[0, 1]"
30,19,"[0, 1, 2]"
31,30,"[0, 1, 2]"
31,16,[0]
32,27,"[0, 1]"
33,29,"[0, 2]"
34,32,[1]
34,32,[0]
35,31,"[0, 1, 2]"
36,33,[2]
36,33,[0]
37,35,"[0, 2]"
37,35,[1]
38,25,[1]
38,28,"[0, 2]"
39,38,"[0, 1, 2]"
40,39,"[0, 1]"
40,29,[1]
41,37,"[0, 1, 2]"
42,34,"[0, 1]"
43,41,"[1, 2]"
43,42,[1]
44,36,"[0, 2]"
45,39,[2]
45,44,[0]
46,40,"[0, 1]"
46,43,"[1, 2]"
47,46,"[0, 2]"
48,45,"[0, 2]"
48,42,[0]
49,47,[2]
49,47,[0]
50,49,"[0, 2]"
51,48,"[0, 2]"
51,50,[2]
52,51,"[0, 2]"
52,41,[0]
53,44,[2]
53,52,"[0, 2]"
54,53,[0]
54,50,[0]
