parent,child,segments
10,7,"[0, 1, 2]"
11,5,"[0, 1, 2]"
11,10,[1]
12,8,"[0, 1, 2]"
13,1,"[0, 1, 2]"
14,10,"[0, 2]"
15,0,"[0, 1, 2]"
16,4,"[0, 1, 2]"
17,2,"[0, 1, 2]"
17,14,[2]
18,12,"[0, 2]"
19,16,"[0, 1]"
20,11,"[0, 1, 2]"
21,17,"[0, 1, 2]"
22,15,"[1, 2]"
22,13,"[0, 2]"
23,6,"[0, 1, 2]"
23,19,[0]
24,9,"[0, 1, 2]"
25,23,"[0, 1, 2]"
26,20,[2]
26,25,"[1, 2]"
27,18,[0]
27,22,"[0, 1, 2]"
28,24,[1]
28,20,"[0, 1]"
29,26,"[1, 2]"
30,25,[0]
30,21,[2]
31,3,"[0, 1, 2]"
32,30,"[0, 2]"
33,31,"[0, 1]"
34,31,[2]
34,19,[1]
35,34,"[1, 2]"
35,21,"[0, 1]"
36,33,[1]
36,14,[0]
37,28,"[0, 1]"
38,35,"[0, 1, 2]"
39,36,"[0, 1]"
40,39,[0]
40,15,[0]
41,24,"[0, 2]"
42,12,[1]
42,38,"[1, 2]"
43,37,[0]
43,32,[2]
44,40,[0]
44,41,[0]
45,27,"[0, 1, 2]"
45,41,[2]
46,45,"[0, 1, 2]"
47,29,[1]
47,16,[2]
48,46,"[0, 1]"
49,47,"[1, 2]"
50,37,[1]
50,13,[1]
51,44,[0]
51,29,[2]
52,51,"[0, 2]"
53,43,"[0, 2]"
53,48,[1]
54,53,"[0, 1, 2]"
55,49,[1]
55,50,[1]
56,33,[0]
56,55,[1]
57,38,[0]
57,42,"[1, 2]"
58,46,[2]
58,49,[2]
59,32,[0]
59,57,"[0, 1, 2]"
60,58,[2]
60,18,[2]
61,54,"[0, 1]"
61,56,"[0, 1]"
62,59,"[0, 1, 2]"
63,62,"[0, 2]"
64,61,"[0, 1]"
65,54,[2]
65,62,[1]
66,63,[0]
66,63,[2]
67,65,"[1, 2]"
68,66,"[0, 2]"
69,60,[2]
69,68,[0]
70,67,[2]
70,64,[1]
71,70,"[1, 2]"
72,69,"[0, 2]"
73,68,[2]
73,52,[2]
74,72,[0]
74,72,[2]
75,73,[2]
75,67,[1]
76,74,"[0, 2]"
77,39,[1]
77,76,[2]
78,75,"[1, 2]"
79,77,"[1, 2]"
80,48,[0]
80,52,[0]
81,78,[2]
81,80,[0]
82,81,"[0, 2]"
82,78,[1]
83,64,[0]
83,76,[0]
84,79,[2]
84,71,[2]
85,82,"[0, 1, 2]"
86,85,"[1, 2]"
87,84,[2]
87,71,[1]
88,85,[0]
88,79,[1]
89,86,[2]
89,86,[1]
90,88,"[0, 1]"
91,89,"[1, 2]"
92,87,"[1, 2]"
93,90,[1]
93,91,[2]
94,93,"[1, 2]"
95,94,[1]
95,92,[2]
96,95,"[1, 2]"
96,94,[2]
97,92,[1]
97,83,[0]
98,97,"[0, 1]"
99,90,[0]
99,98,[1]
100,99,"[0, 1]"
101,100,[1]
101,98,[0]
102,101,"[0, 1]"
103,102,[0]
103,100,[0]
104,96,[1]
104,91,[1]
105,104,[1]
105,102,[1]
