parent,child,segments
10,1,"[0, 1, 2]"
11,2,"[0, 1, 2]"
11,3,"[0, 1, 2]"
12,4,"[0, 1, 2]"
13,0,"[0, 1, 2]"
13,12,[0]
14,10,"[0, 2]"
15,14,[2]
15,12,"[1, 2]"
16,5,"[0, 1, 2]"
16,7,"[0, 1, 2]"
17,11,"[0, 1, 2]"
17,15,"[1, 2]"
18,6,"[0, 1, 2]"
19,18,"[0, 2]"
19,8,"[0, 1, 2]"
20,18,[1]
20,14,[0]
21,10,[1]
21,17,"[0, 1, 2]"
22,21,"[0, 1, 2]"
23,16,"[0, 1, 2]"
23,22,"[1, 2]"
24,13,"[0, 1, 2]"
25,20,"[0, 1]"
25,22,[0]
26,24,"[0, 2]"
27,23,"[0, 1, 2]"
28,24,[1]
28,25,"[0, 1]"
29,28,"[0, 1]"
30,27,[0]
30,29,[0]
31,27,"[1, 2]"
31,26,[0]
32,31,"[0, 1, 2]"
33,29,[1]
33,32,[1]
34,19,"[0, 1, 2]"
35,9,"[0, 1, 2]"
36,35,"[0, 1]"
36,34,"[0, 1]"
37,34,[2]
37,36,"[0, 1]"
38,37,"[0, 1, 2]"
38,32,"[0, 2]"
39,30,[0]
39,35,[2]
40,38,"[0, 1, 2]"
41,39,"[0, 2]"
41,26,[2]
42,41,"[0, 2]"
42,40,"[1, 2]"
43,42,"[0, 1]"
43,40,[0]
44,33,[1]
44,43,[1]
