parent,child,segments
10,3,"[0, 1, 2]"
11,0,"[0, 1, 2]"
12,8,"[0, 1, 2]"
12,5,"[0, 1, 2]"
13,11,[2]
13,7,"[0, 1, 2]"
14,1,"[0, 1, 2]"
15,9,"[0, 1, 2]"
15,4,"[0, 1, 2]"
16,13,"[0, 1, 2]"
16,6,"[0, 1, 2]"
17,16,"[0, 1, 2]"
17,10,[2]
18,14,"[0, 1]"
18,12,"[0, 1, 2]"
19,15,"[0, 1, 2]"
19,10,"[0, 1]"
20,19,"[0, 1, 2]"
21,17,"[0, 1, 2]"
21,20,"[1, 2]"
22,20,[0]
22,18,"[0, 1, 2]"
23,2,"[0, 1, 2]"
24,23,"[0, 1]"
24,23,[2]
25,24,"[0, 1, 2]"
26,11,"[0, 1]"
26,25,"[1, 2]"
27,21,"[0, 1, 2]"
28,22,"[0, 1, 2]"
28,27,[0]
29,28,"[0, 1, 2]"
29,14,[2]
30,26,"[0, 1, 2]"
31,29,"[0, 1, 2]"
31,27,"[1, 2]"
32,31,"[0, 1, 2]"
33,30,"[0, 2]"
34,33,[2]
34,30,[1]
35,32,"[0, 2]"
36,32,[1]
36,33,[0]
37,35,[2]
37,25,[0]
38,36,"[0, 1]"
39,34,"[1, 2]"
40,39,[1]
40,39,[2]
41,37,"[0, 2]"
42,40,"[1, 2]"
42,38,[1]
43,38,[0]
43,41,[2]
44,43,"[0, 2]"
44,35,[0]
45,44,"[0, 2]"
46,45,[2]
46,45,[0]
47,46,"[0, 2]"
48,47,[0]
48,41,[0]
49,42,[2]
49,47,[2]
