parent,child,segments
10,4,"[0, 1, 2]"
11,7,"[0, 1, 2]"
12,2,"[0, 1, 2]"
13,8,"[0, 1, 2]"
14,11,"[0, 1]"
15,14,[1]
15,9,"[0, 1, 2]"
16,12,"[1, 2]"
17,13,"[1, 2]"
18,10,"[1, 2]"
19,0,"[0, 1, 2]"
20,10,[0]
20,16,[1]
21,3,"[0, 1, 2]"
22,21,"[0, 1]"
22,19,"[0, 1]"
23,11,[2]
23,18,[1]
24,1,"[0, 1, 2]"
25,24,"[0, 1]"
25,6,"[0, 1, 2]"
26,22,"[0, 1]"
26,17,[2]
27,16,[2]
27,20,"[0, 1]"
28,24,[2]
28,13,[0]
29,26,"[0, 1, 2]"
30,17,[1]
30,15,"[0, 1, 2]"
31,5,"[0, 1, 2]"
31,23,"[1, 2]"
32,18,[2]
32,19,[2]
33,29,"[0, 2]"
34,30,"[0, 1, 2]"
34,33,[2]
35,27,"[0, 1, 2]"
35,29,[1]
36,31,"[0, 1, 2]"
37,35,"[0, 1, 2]"
37,14,[0]
38,37,"[0, 1, 2]"
39,38,"[0, 2]"
40,28,"[0, 2]"
41,25,"[0, 1, 2]"
42,12,[0]
42,40,[2]
43,41,"[0, 1]"
44,21,[2]
44,36,"[0, 2]"
45,42,"[0, 2]"
46,39,[0]
46,39,[2]
47,41,[2]
47,45,[2]
48,44,"[0, 2]"
48,38,[1]
49,46,"[0, 2]"
50,33,[0]
50,47,[2]
51,48,"[0, 1, 2]"
51,32,[2]
52,45,[0]
52,50,"[0, 2]"
53,34,"[0, 1, 2]"
54,51,"[0, 1, 2]"
55,53,"[0, 1]"
55,54,[0]
56,54,"[1, 2]"
57,52,"[0, 2]"
58,57,[2]
58,43,[0]
59,58,"[0, 2]"
60,55,"[0, 1]"
61,59,[0]
61,40,[0]
62,60,[0]
62,53,[2]
63,62,"[0, 2]"
64,49,[0]
64,57,[0]
65,60,[1]
65,36,[1]
66,64,[0]
66,65,[1]
67,66,"[0, 1]"
67,59,[2]
68,56,[1]
68,56,[2]
69,63,[0]
69,61,[0]
70,67,"[0, 1, 2]"
71,68,"[1, 2]"
72,63,[2]
72,71,[1]
73,70,"[0, 1]"
74,71,[2]
74,69,[0]
75,43,[1]
75,70,[2]
76,75,"[1, 2]"
77,72,"[1, 2]"
78,74,"[0, 2]"
79,73,[0]
79,78,[0]
80,49,[2]
80,77,[2]
81,77,[1]
81,76,[1]
82,81,[1]
82,76,[2]
83,82,"[1, 2]"
84,80,[2]
84,73,[1]
85,84,"[1, 2]"
86,85,[1]
86,83,[2]
87,86,"[1, 2]"
88,85,[2]
88,78,[2]
89,87,[1]
89,87,[2]
90,89,"[1, 2]"
91,88,[2]
91,83,[1]
92,90,[1]
92,91,"[1, 2]"
93,92,[2]
93,90,[2]
