parent,child,segments
10,1,"[0, 1, 2]"
10,4,"[0, 1, 2]"
11,9,"[0, 1, 2]"
12,11,"[1, 2]"
12,10,"[0, 1, 2]"
13,0,"[0, 1, 2]"
14,8,"[0, 1, 2]"
14,6,"[0, 1, 2]"
15,12,"[0, 1, 2]"
15,13,"[0, 2]"
16,7,"[0, 1, 2]"
16,3,"[0, 1, 2]"
17,2,"[0, 1, 2]"
18,14,"[0, 1, 2]"
19,15,"[0, 1, 2]"
20,19,"[0, 2]"
21,18,[1]
21,20,[0]
22,21,"[0, 1]"
22,19,[1]
23,17,"[1, 2]"
23,16,"[0, 1, 2]"
24,22,"[0, 1]"
25,18,"[0, 2]"
25,23,"[0, 1, 2]"
26,11,[0]
26,24,[1]
27,5,"[0, 1, 2]"
27,26,"[0, 1]"
28,27,"[0, 1, 2]"
29,13,[1]
29,28,[2]
30,25,"[0, 1, 2]"
30,20,[2]
31,29,"[1, 2]"
32,31,[1]
32,17,[0]
33,30,"[0, 1, 2]"
34,32,"[0, 1]"
35,24,[0]
35,33,"[0, 2]"
36,34,[1]
36,34,[0]
37,35,"[0, 2]"
37,31,[2]
38,36,"[0, 1]"
38,33,[1]
39,38,"[0, 1]"
39,37,[0]
40,28,"[0, 1]"
41,40,[1]
41,39,"[0, 1]"
42,41,[0]
42,40,[0]
