parent,child,segments
10,2,"[0, 1, 2]"
10,5,"[0, 1, 2]"
11,9,"[0, 1, 2]"
11,0,"[0, 1, 2]"
12,8,"[0, 1, 2]"
12,10,"[0, 1, 2]"
13,3,"[0, 1, 2]"
14,12,"[0, 1, 2]"
15,14,"[0, 1]"
16,15,[1]
16,11,"[0, 1, 2]"
17,16,"[0, 1, 2]"
17,15,[0]
18,13,"[1, 2]"
19,6,"[0, 1, 2]"
19,18,[1]
20,7,"[0, 1, 2]"
21,20,[1]
21,17,"[0, 1, 2]"
22,14,[2]
22,4,"[0, 1, 2]"
23,21,"[0, 1, 2]"
23,1,"[0, 1, 2]"
24,23,"[0, 1, 2]"
25,20,"[0, 2]"
26,24,"[1, 2]"
26,13,[0]
27,25,[0]
27,19,"[0, 1, 2]"
28,26,"[0, 1, 2]"
29,22,"[0, 1, 2]"
30,27,"[0, 1, 2]"
30,18,[2]
31,29,"[0, 1]"
32,30,"[0, 1, 2]"
33,32,"[1, 2]"
34,24,[0]
34,29,[2]
35,31,[0]
35,31,[1]
36,28,"[0, 1]"
36,33,[2]
37,35,"[0, 1]"
38,25,[2]
38,34,"[0, 2]"
39,33,[1]
39,37,[0]
40,39,"[0, 1]"
41,37,[1]
41,40,[1]
42,38,"[0, 2]"
43,42,[2]
43,40,[0]
44,43,"[0, 2]"
44,42,[0]
45,44,"[0, 2]"
46,36,"[0, 1, 2]"
47,45,[2]
47,41,[1]
48,46,[0]
48,32,[0]
49,47,"[1, 2]"
50,49,[1]
50,28,[2]
51,48,[0]
51,46,"[1, 2]"
52,51,"[0, 1, 2]"
53,52,"[0, 1]"
54,50,"[1, 2]"
55,54,[1]
55,45,[0]
56,55,"[0, 1]"
56,52,[2]
57,54,[2]
57,49,[2]
58,53,[1]
58,53,[0]
59,58,"[0, 1]"
60,56,"[0, 1, 2]"
61,59,[1]
61,60,[1]
62,57,[2]
62,59,[0]
63,60,"[0, 2]"
64,63,[2]
64,62,"[0, 2]"
65,64,[0]
65,63,[0]
