parent,child,segments
10,5,"[0, 1, 2]"
10,0,"[0, 1, 2]"
11,8,"[0, 1, 2]"
12,3,"[0, 1, 2]"
12,6,"[0, 1, 2]"
13,10,"[0, 1, 2]"
13,7,"[0, 1, 2]"
14,2,"[0, 1, 2]"
15,1,"[0, 1, 2]"
16,11,"[1, 2]"
17,9,"[0, 1, 2]"
18,15,"[0, 1]"
19,13,"[0, 1, 2]"
20,18,[0]
20,4,"[0, 1, 2]"
21,12,"[0, 1, 2]"
22,19,"[0, 1]"
23,21,"[0, 2]"
24,19,[2]
24,14,[1]
25,20,"[0, 1, 2]"
26,25,"[0, 2]"
26,22,[0]
27,25,[1]
27,17,"[0, 2]"
28,26,"[0, 2]"
28,16,[2]
29,27,"[0, 1, 2]"
30,16,[1]
30,24,"[1, 2]"
31,29,"[0, 1]"
31,28,"[0, 2]"
32,30,"[1, 2]"
33,14,"[0, 2]"
33,17,[1]
34,15,[2]
34,22,[1]
35,31,"[0, 1, 2]"
36,34,"[1, 2]"
37,33,"[0, 1, 2]"
38,21,[1]
38,37,[1]
39,32,[2]
39,23,[2]
40,37,"[0, 2]"
41,29,[2]
41,39,[2]
42,23,[0]
42,36,[1]
43,32,[1]
43,42,"[0, 1]"
44,43,"[0, 1]"
45,38,[1]
45,11,[0]
46,35,"[1, 2]"
47,45,"[0, 1]"
48,36,[2]
48,44,[1]
49,40,[2]
49,41,[2]
50,48,"[1, 2]"
51,47,[1]
51,46,[1]
52,51,[1]
52,44,[0]
53,46,[2]
53,52,"[0, 1]"
54,53,"[0, 1, 2]"
55,18,[1]
55,35,[0]
56,40,[0]
56,54,"[0, 2]"
57,55,"[0, 1]"
58,56,"[0, 2]"
59,58,[2]
59,47,[0]
60,50,[2]
60,58,[0]
61,59,"[0, 2]"
62,57,[1]
62,49,[2]
63,60,"[0, 2]"
64,54,[1]
64,61,[2]
65,64,"[1, 2]"
66,65,[2]
66,63,[2]
67,57,[0]
67,61,[0]
68,62,"[1, 2]"
68,67,[0]
69,63,[0]
69,68,"[0, 1, 2]"
70,69,"[1, 2]"
70,66,[2]
71,70,[1]
71,65,[1]
72,71,[1]
72,50,[1]
