parent,child,segments
10,7,"[0, 1, 2]"
11,8,"[0, 1, 2]"
12,11,"[0, 2]"
13,5,"[0, 1, 2]"
14,12,[0]
14,13,"[0, 2]"
15,9,"[0, 1, 2]"
16,15,"[0, 1]"
17,3,"[0, 1, 2]"
18,16,[0]
18,16,[1]
19,13,[1]
19,15,[2]
20,2,"[0, 1, 2]"
21,6,"[0, 1, 2]"
21,17,"[1, 2]"
22,20,"[1, 2]"
23,14,"[0, 2]"
24,11,[1]
24,1,"[0, 1, 2]"
25,0,"[0, 1, 2]"
25,22,[1]
26,20,[0]
26,24,"[0, 1, 2]"
27,23,[0]
27,18,"[0, 1]"
28,12,[2]
28,26,"[0, 1, 2]"
29,25,"[0, 1, 2]"
29,28,"[0, 1, 2]"
30,27,"[0, 1]"
30,17,[0]
31,10,[2]
31,21,"[0, 1, 2]"
32,30,"[0, 1]"
33,31,"[0, 1, 2]"
34,32,[1]
34,22,[2]
35,10,"[0, 1]"
35,33,[0]
36,34,"[1, 2]"
36,29,"[0, 1, 2]"
37,19,"[1, 2]"
38,4,"[0, 1, 2]"
39,37,[1]
39,32,[0]
40,36,"[0, 1, 2]"
41,39,"[0, 1]"
42,33,"[1, 2]"
42,40,"[0, 2]"
43,38,"[0, 1]"
44,35,"[0, 1]"
45,44,[1]
45,40,[1]
46,42,"[0, 1, 2]"
47,23,[2]
47,43,[1]
48,38,[2]
48,43,[0]
49,47,"[1, 2]"
50,37,[2]
50,46,[1]
51,49,[1]
51,46,"[0, 2]"
52,51,"[0, 1, 2]"
53,50,"[1, 2]"
53,49,[2]
54,53,"[1, 2]"
55,41,[0]
55,48,"[0, 2]"
56,55,"[0, 2]"
57,56,[2]
57,52,[0]
58,56,[0]
58,44,[0]
59,52,"[1, 2]"
60,57,"[0, 2]"
61,58,[0]
61,54,[2]
62,60,[0]
62,41,[1]
63,62,"[0, 1]"
63,59,[2]
64,61,"[0, 2]"
65,59,[1]
65,60,[2]
66,63,"[0, 1, 2]"
67,66,"[1, 2]"
68,45,[1]
68,66,[0]
69,68,"[0, 1]"
69,64,[2]
70,67,[2]
70,65,"[1, 2]"
71,69,"[0, 1, 2]"
72,71,[0]
72,71,"[1, 2]"
73,72,"[0, 1, 2]"
73,70,"[1, 2]"
74,73,"[0, 1]"
75,67,[1]
75,74,[0]
76,75,"[0, 1]"
77,76,[1]
77,76,[0]
78,54,[1]
78,64,[0]
79,78,"[0, 1]"
80,79,[1]
80,77,"[0, 1]"
81,80,"[0, 1]"
82,81,[1]
82,81,[0]
83,82,"[0, 1]"
84,79,[0]
84,83,[0]
85,74,[1]
85,83,[1]
