parent,child,segments
10,9,"[0, 1, 2]"
11,3,"[0, 1, 2]"
12,6,"[0, 1, 2]"
13,11,"[0, 2]"
14,12,"[0, 2]"
15,8,"[0, 1, 2]"
16,10,"[0, 2]"
17,13,[0]
17,2,"[0, 1, 2]"
18,5,"[0, 1, 2]"
18,11,[1]
19,14,[2]
19,7,"[0, 1, 2]"
20,4,"[0, 1, 2]"
21,20,"[0, 1]"
22,0,"[0, 1, 2]"
22,20,[2]
23,17,"[0, 1, 2]"
24,18,"[0, 1, 2]"
25,24,"[0, 1]"
26,19,"[0, 1, 2]"
27,15,"[0, 2]"
27,1,"[0, 1, 2]"
28,23,"[1, 2]"
29,27,"[0, 1, 2]"
30,26,"[0, 2]"
31,29,"[0, 2]"
31,30,[2]
32,22,"[0, 1, 2]"
33,28,[2]
33,32,"[0, 1]"
34,33,"[0, 1, 2]"
35,25,[0]
35,10,[1]
36,24,[2]
36,15,[1]
37,30,[0]
37,13,[2]
38,31,"[0, 2]"
39,35,"[0, 1]"
40,36,"[1, 2]"
41,38,[0]
41,38,[2]
42,25,[1]
42,32,[2]
43,39,[0]
43,26,[1]
44,34,"[0, 2]"
45,42,"[1, 2]"
46,45,[1]
46,39,[1]
47,14,[0]
47,46,[1]
48,41,"[0, 2]"
49,43,"[0, 1]"
50,21,[0]
50,40,[1]
51,47,"[0, 1]"
52,50,"[0, 1]"
53,44,[2]
53,29,[1]
54,53,"[1, 2]"
55,16,[0]
55,54,[2]
56,55,"[0, 2]"
57,52,[1]
57,40,[2]
58,44,[0]
58,21,[1]
59,51,[0]
59,58,"[0, 1]"
60,52,[0]
60,28,[1]
61,59,"[0, 1]"
62,60,"[0, 1]"
63,49,[0]
63,51,[1]
64,61,[0]
64,34,[1]
65,56,[0]
65,62,[0]
66,37,"[0, 2]"
67,57,"[1, 2]"
68,54,[1]
68,45,[2]
69,48,[2]
69,56,[2]
70,68,"[1, 2]"
71,64,"[0, 1]"
71,49,[1]
72,63,"[0, 1]"
73,71,"[0, 1]"
74,66,[2]
74,67,[2]
75,70,[1]
75,65,[0]
76,16,[2]
76,69,[2]
77,75,"[0, 1]"
78,73,[1]
78,48,[0]
79,72,[0]
79,77,[0]
80,74,[2]
80,72,[1]
81,76,[2]
81,61,[1]
82,67,[1]
82,70,[2]
83,82,"[1, 2]"
84,81,"[1, 2]"
85,78,"[0, 1]"
86,85,[0]
86,84,[1]
87,80,"[1, 2]"
88,83,[1]
88,86,"[0, 1]"
89,88,"[0, 1]"
90,12,[1]
90,87,[2]
91,90,"[1, 2]"
91,89,[0]
92,91,"[0, 1, 2]"
92,62,[1]
93,92,"[0, 1, 2]"
94,79,[0]
94,66,[0]
95,93,"[0, 1]"
96,85,[1]
96,93,[2]
97,95,[0]
97,84,[2]
98,97,"[0, 2]"
99,96,"[1, 2]"
100,98,[2]
100,73,[0]
101,89,[1]
101,99,[2]
102,100,"[0, 2]"
103,101,"[1, 2]"
104,103,[2]
104,102,[2]
105,23,[0]
105,104,[2]
106,98,[0]
106,103,[1]
107,105,"[0, 2]"
108,106,"[0, 1]"
108,107,[2]
109,94,[0]
109,99,[1]
110,108,"[0, 1, 2]"
111,109,"[0, 1]"
112,111,[0]
112,95,[1]
113,110,"[0, 2]"
114,87,[1]
114,77,[1]
115,112,"[0, 1]"
116,107,[0]
116,113,[2]
117,116,"[0, 2]"
118,83,[2]
118,115,[1]
119,117,[2]
119,117,[0]
120,114,[1]
120,111,[1]
121,118,"[1, 2]"
122,119,"[0, 2]"
122,121,[1]
123,121,[2]
123,113,[0]
124,102,[0]
124,120,[1]
125,124,"[0, 1]"
126,122,"[0, 1, 2]"
127,126,"[0, 1]"
128,123,"[0, 2]"
128,126,[2]
129,127,[1]
129,128,[0]
130,129,"[0, 1]"
131,115,[0]
131,130,[1]
132,125,[0]
132,127,[0]
133,131,"[0, 1]"
134,110,[1]
134,133,[1]
135,132,[0]
135,130,[0]
136,135,[0]
136,133,[0]
137,134,[1]
137,125,[1]
