parent,child,segments
10,9,"[0, 1, 2]"
10,0,"[0, 1, 2]"
11,6,"[0, 1, 2]"
11,10,"[0, 1, 2]"
12,4,"[0, 1, 2]"
13,11,"[0, 1, 2]"
14,2,"[0, 1, 2]"
15,14,[2]
15,14,"[0, 1]"
16,12,"[0, 1]"
16,5,"[0, 1, 2]"
17,16,"[0, 1, 2]"
17,1,"[0, 1, 2]"
18,13,"[0, 1]"
18,3,"[0, 1, 2]"
19,7,"[0, 1, 2]"
20,17,"[0, 1, 2]"
20,12,[2]
21,20,"[0, 1, 2]"
21,8,"[0, 1, 2]"
22,15,"[0, 1, 2]"
23,22,"[0, 2]"
24,21,"[0, 1, 2]"
24,13,[2]
25,24,"[0, 1, 2]"
25,18,"[0, 1, 2]"
26,23,[0]
26,19,[0]
27,25,"[0, 1, 2]"
27,22,[1]
28,27,"[0, 1, 2]"
28,19,"[1, 2]"
29,28,"[0, 2]"
30,26,[0]
30,23,[2]
31,30,"[0, 2]"
32,31,[2]
32,29,[0]
33,31,[0]
33,29,[2]
34,33,"[0, 2]"
35,32,"[0, 2]"
35,34,[0]
36,34,[2]
36,35,[2]
