parent,child,segments
10,2,"[0, 1, 2]"
11,8,"[0, 1, 2]"
12,4,"[0, 1, 2]"
12,0,"[0, 1, 2]"
13,5,"[0, 1, 2]"
14,7,"[0, 1, 2]"
14,12,"[0, 1, 2]"
15,6,"[0, 1, 2]"
15,1,"[0, 1, 2]"
16,9,"[0, 1, 2]"
17,13,"[0, 2]"
17,16,"[0, 2]"
18,17,"[0, 2]"
18,11,"[0, 2]"
19,13,[1]
19,10,"[0, 2]"
20,10,[1]
20,3,"[0, 1, 2]"
21,20,"[0, 1, 2]"
22,15,"[0, 1, 2]"
23,14,"[0, 1, 2]"
24,23,"[0, 2]"
24,21,"[1, 2]"
25,24,"[0, 1, 2]"
26,22,[1]
26,11,[1]
27,18,"[0, 2]"
27,19,"[0, 1, 2]"
28,23,[1]
28,27,"[0, 1, 2]"
29,26,[1]
29,25,[1]
30,28,"[0, 1, 2]"
31,30,"[1, 2]"
31,16,[1]
32,22,"[0, 2]"
32,30,[0]
33,31,"[1, 2]"
34,25,"[0, 2]"
35,32,"[0, 2]"
36,33,[1]
36,21,[0]
37,35,[2]
37,29,[1]
38,36,"[0, 1]"
39,34,[2]
39,33,[2]
40,37,"[1, 2]"
41,40,[2]
41,40,[1]
42,35,[0]
42,39,[2]
43,41,"[1, 2]"
44,42,"[0, 2]"
45,43,[1]
45,34,[0]
46,38,[1]
46,43,[2]
47,45,"[0, 1]"
48,44,[0]
48,46,"[1, 2]"
49,48,"[0, 1, 2]"
50,49,"[1, 2]"
51,50,[1]
51,38,[0]
52,44,[2]
52,47,[0]
53,50,[2]
53,51,"[0, 1]"
54,53,"[0, 1, 2]"
54,49,[0]
55,54,"[0, 1, 2]"
56,55,"[0, 2]"
57,55,[1]
57,47,[1]
58,52,"[0, 2]"
58,56,[2]
59,56,[0]
59,58,[0]
