parent,child,segments
10,0,"[0, 1, 2]"
11,2,"[0, 1, 2]"
12,5,"[0, 1, 2]"
13,7,"[0, 1, 2]"
14,1,"[0, 1, 2]"
15,4,"[0, 1, 2]"
16,14,[0]
16,15,[1]
17,3,"[0, 1, 2]"
17,10,"[0, 2]"
18,12,"[0, 2]"
19,8,"[0, 1, 2]"
20,14,"[1, 2]"
21,17,"[0, 1, 2]"
21,15,"[0, 2]"
22,11,[1]
22,21,"[0, 1, 2]"
23,13,"[1, 2]"
23,12,[1]
24,18,[2]
24,13,[0]
25,19,"[0, 1]"
26,16,"[0, 1]"
27,9,"[0, 1, 2]"
28,27,"[0, 2]"
29,26,[1]
29,23,"[1, 2]"
30,24,"[0, 2]"
31,30,[0]
31,10,[1]
32,29,"[1, 2]"
33,11,"[0, 2]"
34,18,[0]
34,32,[1]
35,22,"[0, 1, 2]"
36,28,[2]
36,35,"[0, 1]"
37,35,[2]
37,28,[0]
38,25,[1]
38,20,[2]
39,33,[0]
39,33,[2]
40,36,"[0, 1, 2]"
41,26,[0]
41,32,[2]
42,30,[2]
42,40,"[0, 2]"
43,34,"[0, 1]"
44,41,"[0, 2]"
44,37,"[0, 2]"
45,27,[1]
45,40,[1]
46,38,"[1, 2]"
46,39,"[0, 2]"
47,6,"[0, 1, 2]"
47,46,"[0, 1, 2]"
48,47,"[0, 1, 2]"
48,19,[2]
49,44,"[0, 2]"
50,42,"[0, 2]"
51,45,[1]
51,50,[2]
52,31,"[0, 1]"
53,48,"[0, 1, 2]"
54,53,"[1, 2]"
55,49,[0]
55,51,"[1, 2]"
56,55,"[0, 1, 2]"
57,56,"[0, 1]"
58,57,[1]
58,43,[0]
59,25,[0]
59,52,[1]
60,58,"[0, 1]"
61,54,[1]
61,52,[0]
62,43,[1]
62,20,[1]
63,61,"[0, 1]"
63,49,[2]
64,62,[1]
64,60,[0]
65,54,[2]
65,57,[0]
66,59,"[0, 1]"
66,64,"[0, 1]"
67,53,[0]
67,60,[1]
68,66,"[0, 1]"
69,65,"[0, 2]"
70,63,"[0, 1, 2]"
71,70,"[0, 2]"
72,69,[0]
72,68,[0]
73,71,[2]
73,71,[0]
74,73,"[0, 2]"
74,50,[0]
75,56,[2]
75,68,[1]
76,75,"[1, 2]"
77,67,"[0, 1]"
78,74,"[0, 2]"
78,72,[0]
79,69,[2]
79,70,[1]
80,78,"[0, 2]"
81,79,"[1, 2]"
82,81,[2]
82,77,[0]
83,82,"[0, 2]"
84,76,[2]
84,76,[1]
85,80,[0]
85,81,[1]
86,85,"[0, 1]"
87,86,[0]
87,80,[2]
88,87,"[0, 2]"
89,84,"[1, 2]"
90,89,[2]
90,88,[0]
91,83,[0]
91,83,[2]
92,90,"[0, 2]"
93,91,"[0, 2]"
94,77,[1]
94,86,[1]
95,92,[2]
95,89,[1]
96,95,"[1, 2]"
97,88,[2]
97,92,[0]
98,97,"[0, 2]"
99,93,[2]
99,94,[1]
100,96,[2]
100,96,[1]
101,100,"[1, 2]"
102,99,"[1, 2]"
102,93,[0]
103,102,"[0, 1, 2]"
104,103,"[1, 2]"
105,104,[2]
105,101,[2]
106,98,[2]
106,101,[1]
107,106,"[1, 2]"
108,103,[0]
108,107,[1]
109,108,"[0, 1]"
110,109,[0]
110,109,[1]
111,110,"[0, 1]"
112,104,[1]
112,111,[1]
113,111,[0]
113,107,[2]
114,113,"[0, 2]"
115,105,[2]
115,114,[0]
116,115,"[0, 2]"
117,116,[2]
117,116,[0]
118,117,"[0, 2]"
119,118,[2]
119,98,[0]
120,119,"[0, 2]"
121,120,[0]
121,114,[2]
122,121,"[0, 2]"
123,122,[0]
123,122,[2]
124,123,"[0, 2]"
125,118,[0]
125,120,[2]
126,125,"[0, 2]"
127,126,[2]
127,124,[2]
128,124,[0]
128,126,[0]
