parent,child,segments
10,7,"[0, 1, 2]"
10,0,"[0, 1, 2]"
11,2,"[0, 1, 2]"
12,5,"[0, 1, 2]"
13,9,"[0, 1, 2]"
13,10,"[0, 1, 2]"
14,3,"[0, 1, 2]"
15,1,"[0, 1, 2]"
15,12,[0]
16,4,"[0, 1, 2]"
16,11,[1]
17,11,"[0, 2]"
17,12,"[1, 2]"
18,17,"[0, 1, 2]"
18,8,"[0, 1, 2]"
19,14,"[1, 2]"
20,18,"[0, 1, 2]"
20,19,[1]
21,6,"[0, 1, 2]"
21,14,[0]
22,20,"[0, 1, 2]"
23,22,"[0, 2]"
24,21,"[0, 1, 2]"
24,22,[1]
25,15,"[0, 1, 2]"
26,16,"[0, 1, 2]"
27,23,[2]
27,25,[0]
28,27,"[0, 2]"
29,28,[0]
29,26,[2]
30,13,"[0, 1, 2]"
30,29,"[0, 2]"
31,24,"[0, 1, 2]"
31,26,"[0, 1]"
32,30,"[0, 1, 2]"
33,25,"[1, 2]"
33,31,"[0, 1, 2]"
34,32,"[0, 2]"
35,33,"[0, 1, 2]"
36,23,[0]
36,19,[2]
37,34,[0]
37,36,"[0, 2]"
38,37,"[0, 2]"
39,35,[0]
39,32,[1]
40,28,[2]
40,38,[0]
41,39,"[0, 1]"
42,35,"[1, 2]"
43,40,"[0, 2]"
44,34,[2]
44,43,[0]
45,42,[1]
45,41,[1]
46,44,"[0, 2]"
47,42,[2]
47,41,[0]
48,46,[0]
48,43,[2]
49,48,"[0, 2]"
49,47,"[0, 2]"
50,49,[2]
50,46,[2]
51,38,[2]
51,50,[2]
