parent,child,segments
10,6,"[0, 1, 2]"
11,8,"[0, 1, 2]"
11,1,"[0, 1, 2]"
12,3,"[0, 1, 2]"
12,2,"[0, 1, 2]"
13,11,"[0, 1, 2]"
14,10,[2]
14,9,"[0, 1, 2]"
15,12,"[0, 1, 2]"
15,13,"[0, 1]"
16,10,"[0, 1]"
16,14,"[0, 1, 2]"
17,15,"[0, 1, 2]"
17,4,"[0, 1, 2]"
18,17,"[0, 1, 2]"
19,7,"[0, 1, 2]"
20,18,"[0, 1]"
20,19,[1]
21,13,[2]
21,20,"[0, 1]"
22,0,"[0, 1, 2]"
22,16,"[0, 1, 2]"
23,22,"[0, 1, 2]"
23,19,"[0, 2]"
24,23,"[0, 1, 2]"
25,18,[2]
25,21,"[0, 1, 2]"
26,5,"[0, 1, 2]"
27,26,"[0, 1]"
28,27,[0]
28,26,[2]
29,24,"[0, 2]"
30,28,"[0, 2]"
31,30,[2]
31,24,[1]
32,25,"[0, 1, 2]"
33,30,[0]
33,29,[2]
34,32,[1]
34,31,"[1, 2]"
35,29,[0]
35,33,"[0, 2]"
36,35,"[0, 2]"
36,34,"[1, 2]"
37,32,"[0, 2]"
38,27,[1]
38,37,[2]
39,36,"[0, 1, 2]"
39,37,[0]
40,39,"[1, 2]"
41,40,[1]
41,38,"[1, 2]"
42,41,[2]
42,40,[2]
