parent,child,segments
10,9,"[0, 1, 2]"
10,7,"[0, 1, 2]"
11,2,"[0, 1, 2]"
11,0,"[0, 1, 2]"
12,8,"[0, 1, 2]"
12,3,"[0, 1, 2]"
13,10,"[0, 1, 2]"
14,5,"[0, 1, 2]"
15,13,[0]
15,1,"[0, 1, 2]"
16,4,"[0, 1, 2]"
17,15,"[0, 1, 2]"
18,12,"[0, 1, 2]"
18,17,"[1, 2]"
19,17,[0]
19,6,"[0, 1, 2]"
20,16,[0]
20,16,"[1, 2]"
21,18,"[0, 1, 2]"
22,14,"[0, 1]"
22,19,"[0, 1, 2]"
23,21,[1]
23,13,"[1, 2]"
24,22,"[0, 1, 2]"
24,20,"[0, 1, 2]"
25,11,"[0, 1, 2]"
25,23,"[1, 2]"
26,25,"[0, 1, 2]"
26,21,"[0, 2]"
27,24,"[0, 1, 2]"
27,14,[2]
28,26,"[0, 1, 2]"
29,27,"[0, 1, 2]"
30,29,"[1, 2]"
30,28,[2]
31,28,"[0, 1]"
32,31,[0]
32,30,[1]
33,32,"[0, 1]"
33,29,[0]
34,31,[1]
34,33,[1]
