parent,child,segments
10,7,"[0, 1, 2]"
10,5,"[0, 1, 2]"
11,8,"[0, 1, 2]"
11,1,"[0, 1, 2]"
12,2,"[0, 1, 2]"
13,0,"[0, 1, 2]"
13,9,"[0, 1, 2]"
14,12,"[1, 2]"
15,11,"[0, 1, 2]"
16,15,[1]
16,10,"[0, 1, 2]"
17,13,"[0, 1, 2]"
17,16,"[0, 1, 2]"
18,3,"[0, 1, 2]"
19,6,"[0, 1, 2]"
19,18,"[1, 2]"
20,18,[0]
20,15,"[0, 2]"
21,14,[2]
21,14,[1]
22,4,"[0, 1, 2]"
23,20,"[0, 2]"
24,19,"[0, 1, 2]"
24,22,[0]
25,24,"[0, 1, 2]"
26,22,"[1, 2]"
27,12,[0]
27,26,[1]
28,25,[1]
28,21,"[1, 2]"
29,28,"[1, 2]"
30,27,"[0, 1]"
30,17,"[0, 1, 2]"
31,29,[2]
31,30,"[0, 1, 2]"
32,26,[2]
32,23,[2]
33,31,"[0, 1, 2]"
33,32,[2]
34,25,"[0, 2]"
35,23,[0]
35,34,[0]
36,33,"[0, 1, 2]"
37,36,[2]
37,29,[1]
38,36,"[0, 1]"
39,37,"[1, 2]"
40,35,[0]
40,34,[2]
41,39,[2]
41,39,[1]
42,40,"[0, 2]"
43,41,"[1, 2]"
44,42,[0]
44,42,[2]
45,44,"[0, 2]"
46,45,[2]
46,38,[1]
47,45,[0]
47,43,[2]
48,47,"[0, 2]"
49,48,[2]
49,46,"[1, 2]"
50,48,[0]
50,49,[1]
51,43,[1]
51,38,[0]
52,51,"[0, 1]"
53,50,"[0, 1]"
53,52,[1]
54,52,[0]
54,53,[0]
