parent,child,segments
10,2,"[0, 1, 2]"
11,3,"[0, 1, 2]"
11,5,"[0, 1, 2]"
12,6,"[0, 1, 2]"
12,4,"[0, 1, 2]"
13,9,"[0, 1, 2]"
13,0,"[0, 1, 2]"
14,13,"[0, 1, 2]"
15,8,"[0, 1, 2]"
16,14,[1]
16,1,"[0, 1, 2]"
17,14,"[0, 2]"
18,17,[0]
18,7,"[0, 1, 2]"
19,12,"[0, 1, 2]"
19,11,"[0, 1, 2]"
20,10,"[0, 2]"
21,15,"[0, 2]"
22,17,[2]
22,21,[2]
23,10,[1]
23,20,[2]
24,19,"[0, 1, 2]"
25,18,"[0, 1, 2]"
26,24,[2]
26,21,[0]
27,20,[0]
27,25,"[1, 2]"
28,23,"[1, 2]"
28,15,[1]
29,26,"[0, 2]"
29,22,[2]
30,25,[0]
30,27,"[0, 1, 2]"
31,24,"[0, 1]"
31,30,"[0, 1, 2]"
32,28,"[1, 2]"
33,32,[2]
33,32,[1]
34,29,"[0, 2]"
35,16,"[0, 1, 2]"
36,31,"[0, 1, 2]"
37,33,"[1, 2]"
38,35,"[0, 1]"
39,38,[1]
39,37,[1]
40,36,"[0, 1]"
41,34,[2]
41,40,[1]
42,41,"[1, 2]"
42,35,[2]
43,40,[0]
43,42,"[1, 2]"
44,34,[0]
44,39,[1]
45,37,[2]
45,38,[0]
46,43,"[0, 1, 2]"
47,46,"[1, 2]"
48,46,[0]
48,47,[2]
49,45,"[0, 2]"
49,36,[2]
50,48,"[0, 2]"
50,44,"[0, 1]"
51,49,"[0, 2]"
52,50,"[0, 1, 2]"
53,51,[2]
53,47,[1]
54,53,"[1, 2]"
54,51,[0]
55,52,"[0, 1]"
56,54,"[0, 1, 2]"
57,55,[1]
57,56,[1]
58,56,"[0, 2]"
59,52,[2]
59,55,[0]
60,58,[0]
60,59,"[0, 2]"
61,58,[2]
61,60,[2]
