parent,child,segments
10,8,"[0, 1, 2]"
11,2,"[0, 1, 2]"
12,9,"[0, 1, 2]"
13,12,[1]
13,3,"[0, 1, 2]"
14,0,"[0, 1, 2]"
15,13,"[0, 1, 2]"
16,15,[1]
16,11,[2]
17,7,"[0, 1, 2]"
17,14,"[0, 1]"
18,15,"[0, 2]"
19,4,"[0, 1, 2]"
20,19,[1]
20,19,"[0, 2]"
21,18,[0]
21,1,"[0, 1, 2]"
22,5,"[0, 1, 2]"
22,20,"[0, 1, 2]"
23,14,[2]
23,10,[1]
24,12,"[0, 2]"
25,10,"[0, 2]"
25,11,"[0, 1]"
26,25,"[0, 1, 2]"
27,26,"[0, 2]"
28,27,[0]
28,24,[2]
29,17,"[0, 1, 2]"
29,23,"[1, 2]"
30,21,"[0, 1, 2]"
30,22,"[0, 1, 2]"
31,24,[0]
31,18,[2]
32,31,"[0, 2]"
33,30,"[0, 1, 2]"
34,6,"[0, 1, 2]"
34,28,"[0, 2]"
35,34,"[0, 1, 2]"
35,29,"[0, 1, 2]"
36,35,"[0, 1, 2]"
37,33,[0]
37,36,[1]
38,36,"[0, 2]"
39,38,[0]
39,32,[0]
40,33,"[1, 2]"
41,40,[2]
41,16,"[1, 2]"
42,37,"[0, 1]"
43,38,[2]
43,27,[2]
44,41,"[1, 2]"
45,44,[1]
45,43,[2]
46,45,"[1, 2]"
47,32,[2]
47,46,[1]
48,26,[1]
48,44,[2]
49,47,"[1, 2]"
49,48,"[1, 2]"
50,49,"[1, 2]"
50,46,[2]
51,40,[1]
51,50,[1]
52,42,[1]
52,39,[0]
53,52,"[0, 1]"
54,42,[0]
54,53,[1]
55,54,"[0, 1]"
56,53,[0]
56,51,[1]
57,55,[1]
57,56,"[0, 1]"
58,57,[0]
58,55,[0]
