parent,child,segments
10,0,"[0, 1, 2]"
11,10,"[1, 2]"
11,3,"[0, 1, 2]"
12,8,"[0, 1, 2]"
13,11,"[0, 1, 2]"
13,10,[0]
14,6,"[0, 1, 2]"
15,4,"[0, 1, 2]"
16,2,"[0, 1, 2]"
16,13,"[0, 1, 2]"
17,14,[1]
17,5,"[0, 1, 2]"
18,1,"[0, 1, 2]"
19,14,"[0, 2]"
19,12,[1]
20,16,"[0, 1, 2]"
21,19,"[0, 1, 2]"
21,12,"[0, 2]"
22,21,"[0, 1, 2]"
23,18,"[0, 2]"
23,22,"[0, 2]"
24,20,"[0, 2]"
24,22,[1]
25,20,[1]
25,17,"[0, 1, 2]"
26,7,"[0, 1, 2]"
27,23,"[0, 2]"
27,25,"[0, 1, 2]"
28,24,"[0, 1, 2]"
29,26,[1]
29,26,"[0, 2]"
30,28,"[1, 2]"
30,15,[1]
31,15,"[0, 2]"
31,29,"[0, 1, 2]"
32,31,"[0, 1, 2]"
32,9,"[0, 1, 2]"
33,32,"[0, 1, 2]"
34,33,"[0, 2]"
35,30,"[1, 2]"
35,34,[2]
36,35,"[1, 2]"
36,27,"[0, 1, 2]"
37,34,[0]
37,36,"[0, 1]"
38,37,"[0, 1]"
38,18,[1]
39,38,"[0, 1]"
39,33,[1]
40,28,[0]
40,39,[0]
