parent,child,segments
10,3,"[0, 1, 2]"
10,8,"[0, 1, 2]"
11,0,"[0, 1, 2]"
12,4,"[0, 1, 2]"
12,2,"[0, 1, 2]"
13,6,"[0, 1, 2]"
14,7,"[0, 1, 2]"
14,12,"[0, 1, 2]"
15,13,"[0, 2]"
15,1,"[0, 1, 2]"
16,13,[1]
16,11,[1]
17,14,"[0, 1, 2]"
17,16,[1]
18,9,"[0, 1, 2]"
18,11,"[0, 2]"
19,10,"[0, 1, 2]"
19,15,"[0, 1, 2]"
20,19,"[0, 1, 2]"
20,17,"[0, 1, 2]"
21,20,"[0, 1, 2]"
22,5,"[0, 1, 2]"
23,22,"[0, 1]"
23,22,[2]
24,18,"[0, 1, 2]"
25,21,[1]
25,24,[2]
26,21,"[0, 2]"
26,24,"[0, 1]"
27,23,"[0, 1, 2]"
28,26,"[0, 1, 2]"
28,27,[1]
29,25,"[1, 2]"
30,29,[1]
30,27,"[0, 2]"
31,30,"[0, 1, 2]"
32,28,"[0, 1, 2]"
32,29,[2]
33,32,"[0, 1, 2]"
33,31,[1]
34,31,"[0, 2]"
34,33,"[0, 2]"
