parent,child,segments
10,6,"[0, 1, 2]"
11,8,"[0, 1, 2]"
12,11,"[0, 1]"
12,5,"[0, 1, 2]"
13,7,"[0, 1, 2]"
13,12,"[0, 1, 2]"
14,13,"[0, 1, 2]"
14,9,"[0, 1, 2]"
15,14,"[0, 1, 2]"
15,0,"[0, 1, 2]"
16,10,[1]
16,11,[2]
17,4,"[0, 1, 2]"
17,16,"[1, 2]"
18,17,"[0, 1, 2]"
19,3,"[0, 1, 2]"
20,2,"[0, 1, 2]"
20,10,"[0, 2]"
21,18,"[1, 2]"
22,20,"[0, 1, 2]"
23,21,[1]
23,22,"[1, 2]"
24,15,"[0, 1, 2]"
24,18,[0]
25,19,"[1, 2]"
26,22,[0]
26,23,"[1, 2]"
27,25,[2]
27,24,"[0, 1, 2]"
28,19,[0]
28,25,[1]
29,28,"[0, 1]"
30,26,"[0, 1, 2]"
31,30,"[1, 2]"
32,31,[2]
32,21,[2]
33,31,[1]
33,29,[0]
34,29,[1]
34,32,[2]
35,1,"[0, 1, 2]"
35,34,"[1, 2]"
36,33,"[0, 1]"
37,35,"[0, 1, 2]"
38,36,[1]
38,36,[0]
39,37,[1]
39,27,"[0, 1, 2]"
40,37,"[0, 2]"
41,38,"[0, 1]"
42,41,[1]
42,40,[2]
43,39,"[0, 1, 2]"
44,43,[2]
44,41,[0]
45,42,"[1, 2]"
45,40,[0]
46,45,"[0, 1, 2]"
46,43,"[0, 1]"
47,44,"[0, 2]"
48,47,[2]
48,30,[0]
49,47,[0]
49,48,"[0, 2]"
50,46,"[0, 2]"
51,49,"[0, 2]"
51,50,[0]
52,50,[2]
52,51,[2]
