parent,child,segments
10,7,"[0, 1, 2]"
11,3,"[0, 1, 2]"
12,6,"[0, 1, 2]"
13,5,"[0, 1, 2]"
14,9,"[0, 1, 2]"
15,13,"[1, 2]"
16,15,[2]
16,12,[1]
17,11,"[0, 1]"
18,0,"[0, 1, 2]"
19,16,"[1, 2]"
20,4,"[0, 1, 2]"
21,20,[2]
21,19,[1]
22,1,"[0, 1, 2]"
23,11,[2]
23,17,[1]
24,15,[1]
24,22,"[0, 2]"
25,12,"[0, 2]"
25,17,[0]
26,8,"[0, 1, 2]"
26,2,"[0, 1, 2]"
27,23,"[1, 2]"
28,18,"[0, 2]"
29,24,"[0, 1, 2]"
30,25,"[0, 2]"
30,14,[0]
31,20,"[0, 1]"
32,30,"[0, 2]"
32,21,"[1, 2]"
33,10,"[0, 1]"
33,29,"[0, 2]"
34,13,[0]
34,27,[2]
35,19,[2]
35,22,[1]
36,33,"[0, 1, 2]"
37,32,"[0, 1, 2]"
38,14,"[1, 2]"
38,37,"[1, 2]"
39,35,"[1, 2]"
40,34,"[0, 2]"
40,29,[1]
41,28,[2]
41,39,[1]
42,10,[2]
42,39,[2]
43,41,"[1, 2]"
44,38,"[1, 2]"
44,26,"[0, 1, 2]"
45,40,"[0, 1, 2]"
46,42,[2]
46,37,[0]
47,44,"[0, 1, 2]"
48,45,"[1, 2]"
49,47,"[1, 2]"
50,28,[0]
50,27,[1]
51,50,"[0, 1]"
52,18,[1]
52,49,[2]
53,31,[0]
53,49,[1]
54,36,"[0, 2]"
54,51,[0]
55,52,"[1, 2]"
55,47,[0]
56,43,[1]
56,55,"[0, 1, 2]"
57,46,"[0, 2]"
57,31,[1]
58,53,"[0, 1]"
59,56,"[0, 1, 2]"
60,48,[1]
60,59,"[0, 1]"
61,57,"[0, 1, 2]"
61,45,[0]
62,61,"[0, 1, 2]"
63,54,"[0, 2]"
64,60,"[0, 1]"
65,63,[2]
65,64,[0]
66,62,"[1, 2]"
67,65,"[0, 2]"
67,63,[0]
68,59,[2]
68,51,[1]
69,48,[2]
69,64,[1]
70,68,"[1, 2]"
71,67,"[0, 2]"
72,69,"[1, 2]"
72,58,[1]
73,71,[0]
73,70,[1]
74,73,"[0, 1]"
75,43,[2]
75,66,[1]
76,72,"[1, 2]"
77,70,[2]
77,74,[1]
78,77,"[1, 2]"
79,76,[1]
79,74,[0]
80,36,[1]
80,78,[2]
81,79,"[0, 1]"
82,75,"[1, 2]"
83,81,[1]
83,81,[0]
84,80,"[1, 2]"
85,82,[2]
85,84,[2]
86,66,[2]
86,62,[0]
87,58,[0]
87,86,"[0, 2]"
88,83,"[0, 1]"
89,76,[2]
89,88,[0]
90,89,"[0, 2]"
91,90,[2]
91,87,"[0, 2]"
92,84,[1]
92,71,[2]
93,78,[1]
93,92,"[1, 2]"
94,91,"[0, 2]"
95,93,"[1, 2]"
96,88,[1]
96,94,[2]
97,96,"[1, 2]"
97,94,[0]
98,97,"[0, 1, 2]"
99,98,"[0, 2]"
100,99,[2]
100,90,[0]
101,100,"[0, 2]"
102,101,[2]
102,82,[1]
103,102,"[1, 2]"
104,103,[2]
104,103,[1]
105,104,"[1, 2]"
106,98,[1]
106,99,[0]
107,106,"[0, 1]"
108,95,[1]
108,101,[0]
109,107,[1]
109,108,"[0, 1]"
110,105,[2]
110,95,[2]
111,109,"[0, 1]"
112,107,[0]
112,111,[0]
113,110,[2]
113,111,[1]
114,113,"[1, 2]"
115,85,[2]
115,114,[1]
116,115,"[1, 2]"
117,114,[2]
117,105,[1]
118,117,"[1, 2]"
119,118,[1]
119,118,[2]
120,119,"[1, 2]"
121,120,[1]
121,120,[2]
122,116,[1]
122,116,[2]
123,122,"[1, 2]"
124,121,"[1, 2]"
125,124,[1]
125,123,[2]
126,125,"[1, 2]"
127,126,[1]
127,123,[1]
128,124,[2]
128,126,[2]
