parent,child,segments
10,6,"[0, 1, 2]"
11,5,"[0, 1, 2]"
12,9,"[0, 1, 2]"
13,2,"[0, 1, 2]"
14,13,"[0, 2]"
15,10,"[0, 1]"
16,12,"[0, 1]"
17,3,"[0, 1, 2]"
18,7,"[0, 1, 2]"
19,10,[2]
19,18,[2]
20,0,"[0, 1, 2]"
20,19,[2]
21,17,[0]
21,16,[1]
22,4,"[0, 1, 2]"
22,20,"[0, 1, 2]"
23,16,[0]
23,17,"[1, 2]"
24,15,[0]
24,11,"[0, 2]"
25,8,"[0, 1, 2]"
25,21,"[0, 1]"
26,23,"[0, 1, 2]"
27,15,[1]
27,14,[2]
28,1,"[0, 1, 2]"
29,24,"[0, 2]"
30,22,"[0, 1, 2]"
31,11,[1]
31,13,[1]
32,30,"[0, 1]"
33,28,[0]
33,18,"[0, 1]"
34,33,"[0, 1]"
35,28,"[1, 2]"
35,34,[1]
36,32,[0]
36,32,[1]
37,14,[0]
37,29,[0]
38,25,"[0, 1, 2]"
39,34,[0]
39,27,"[1, 2]"
40,38,"[0, 2]"
40,39,"[0, 1, 2]"
41,40,"[0, 1, 2]"
41,12,[2]
42,41,"[0, 1, 2]"
43,26,"[0, 1]"
43,29,[2]
44,36,"[0, 1]"
45,37,[0]
45,26,[2]
46,45,"[0, 2]"
47,30,[2]
47,31,[1]
48,42,"[0, 2]"
49,48,[2]
49,35,"[1, 2]"
50,49,"[1, 2]"
51,43,"[0, 1, 2]"
52,51,"[1, 2]"
53,42,[1]
53,47,"[1, 2]"
54,52,[2]
54,46,[2]
55,53,"[1, 2]"
55,48,[0]
56,44,[0]
56,50,[2]
57,55,"[0, 1, 2]"
58,56,"[0, 2]"
59,57,"[1, 2]"
60,58,[2]
60,51,[0]
61,50,[1]
61,44,[1]
62,52,[1]
62,58,[0]
63,60,"[0, 2]"
64,59,[2]
64,59,[1]
65,62,"[0, 1]"
66,63,[2]
66,54,[2]
67,38,[1]
67,57,[0]
68,67,"[0, 1]"
69,65,[0]
69,66,[2]
70,69,"[0, 2]"
71,65,[1]
71,64,"[1, 2]"
72,71,"[1, 2]"
73,70,[0]
73,68,[0]
74,72,[2]
74,72,[1]
75,68,[1]
75,73,[0]
76,75,"[0, 1]"
77,46,[0]
77,76,[0]
78,70,[2]
78,77,[0]
79,78,"[0, 2]"
80,74,"[1, 2]"
81,61,[1]
81,79,[2]
82,81,"[1, 2]"
83,80,[2]
83,80,[1]
84,63,[0]
84,82,[1]
85,83,"[1, 2]"
86,84,"[0, 1]"
86,85,[2]
87,86,"[0, 1, 2]"
88,85,[1]
88,79,[0]
89,87,"[0, 2]"
90,89,[0]
90,76,[1]
91,90,"[0, 1]"
92,91,[1]
92,91,[0]
93,88,"[0, 1]"
94,92,"[0, 1]"
95,93,[0]
95,94,[1]
96,95,"[0, 1]"
97,94,[0]
97,89,[2]
98,82,[2]
98,87,[1]
99,96,[0]
99,96,[1]
100,99,"[0, 1]"
101,98,"[1, 2]"
102,101,[1]
102,97,"[0, 2]"
103,100,[0]
103,100,[1]
104,103,"[0, 1]"
105,102,"[0, 1, 2]"
106,105,"[1, 2]"
107,101,[2]
107,93,[1]
108,107,"[1, 2]"
108,104,[0]
109,105,[0]
109,108,"[0, 1, 2]"
110,109,"[1, 2]"
111,110,[1]
111,104,[1]
112,111,[1]
112,106,[2]
113,112,"[1, 2]"
114,106,[1]
114,110,[2]
115,113,[2]
115,114,"[1, 2]"
116,113,[1]
116,115,[1]
