parent,child,segments
10,6,"[0, 1, 2]"
11,7,"[0, 1, 2]"
12,3,"[0, 1, 2]"
12,10,[0]
13,1,"[0, 1, 2]"
13,0,"[0, 1, 2]"
14,4,"[0, 1, 2]"
15,2,"[0, 1, 2]"
16,12,"[0, 1, 2]"
16,8,"[0, 1, 2]"
17,9,"[0, 1, 2]"
18,5,"[0, 1, 2]"
19,11,[0]
19,14,"[1, 2]"
20,18,"[1, 2]"
20,17,[1]
21,16,"[0, 1, 2]"
22,17,"[0, 2]"
22,15,[1]
23,20,"[1, 2]"
23,21,[1]
24,19,"[0, 1, 2]"
25,24,"[0, 1]"
25,13,"[0, 1, 2]"
26,14,[0]
26,21,"[0, 2]"
27,23,"[1, 2]"
27,24,[2]
28,11,"[1, 2]"
29,22,"[0, 1, 2]"
29,15,"[0, 2]"
30,10,"[1, 2]"
30,25,"[0, 1, 2]"
31,28,[2]
31,27,"[1, 2]"
32,29,"[0, 1, 2]"
33,31,"[1, 2]"
34,30,"[0, 1, 2]"
34,28,[1]
35,34,"[0, 1, 2]"
36,35,"[0, 2]"
36,35,[1]
37,32,"[0, 2]"
38,33,[2]
38,26,"[0, 2]"
39,38,"[0, 2]"
39,18,[0]
40,36,"[0, 1, 2]"
40,39,"[0, 2]"
41,32,[1]
41,37,[2]
42,41,"[1, 2]"
43,40,"[0, 1, 2]"
44,42,[2]
44,37,[0]
45,43,[1]
45,42,[1]
46,44,"[0, 2]"
46,43,"[0, 2]"
47,45,[1]
47,33,[1]
