parent,child,segments
10,6,"[0, 1, 2]"
10,2,"[0, 1, 2]"
11,1,"[0, 1, 2]"
11,7,"[0, 1, 2]"
12,5,"[0, 1, 2]"
12,4,"[0, 1, 2]"
13,10,"[0, 1, 2]"
13,8,"[0, 1, 2]"
14,13,"[0, 1, 2]"
15,12,"[0, 1, 2]"
15,11,"[0, 1, 2]"
16,14,"[0, 1]"
17,0,"[0, 1, 2]"
17,16,[0]
18,17,"[0, 1, 2]"
18,3,"[0, 1, 2]"
19,18,"[0, 1, 2]"
19,14,[2]
20,9,"[0, 1, 2]"
21,16,[1]
21,19,"[0, 1, 2]"
22,21,"[0, 1, 2]"
22,20,[1]
23,15,"[0, 1, 2]"
24,20,"[0, 2]"
24,23,"[1, 2]"
25,24,"[0, 1, 2]"
25,23,[0]
26,22,"[0, 1, 2]"
27,25,"[0, 1, 2]"
28,26,"[1, 2]"
28,27,[0]
29,28,"[0, 1, 2]"
29,26,[0]
30,27,"[1, 2]"
30,29,"[1, 2]"
