parent,child,segments
10,4,"[0, 1, 2]"
11,5,"[0, 1, 2]"
11,2,"[0, 1, 2]"
12,1,"[0, 1, 2]"
12,8,"[0, 1, 2]"
13,3,"[0, 1, 2]"
14,13,"[0, 1]"
14,0,"[0, 1, 2]"
15,9,"[0, 1, 2]"
15,14,"[0, 1, 2]"
16,10,"[0, 1]"
17,6,"[0, 1, 2]"
18,15,"[0, 1, 2]"
19,17,[2]
19,11,"[0, 1, 2]"
20,18,[0]
20,17,"[0, 1]"
21,20,"[0, 1]"
22,7,"[0, 1, 2]"
23,19,"[0, 1, 2]"
24,22,[1]
24,23,"[0, 1]"
25,12,"[0, 1, 2]"
25,10,[2]
26,18,"[1, 2]"
26,21,[0]
27,25,"[0, 1, 2]"
27,21,[1]
28,23,[2]
28,16,[0]
29,26,"[0, 1, 2]"
29,16,[1]
30,29,"[0, 1, 2]"
31,28,"[0, 2]"
32,30,"[0, 1]"
32,30,[2]
33,27,"[0, 1, 2]"
34,22,"[0, 2]"
35,13,[2]
35,31,[2]
36,31,[0]
36,34,[2]
37,33,"[1, 2]"
38,36,"[0, 2]"
38,24,"[0, 1]"
39,32,"[0, 1, 2]"
40,38,"[0, 1, 2]"
40,34,[0]
41,39,"[1, 2]"
41,40,"[0, 1, 2]"
42,35,[2]
42,41,"[0, 1, 2]"
43,42,"[0, 1, 2]"
44,43,"[0, 2]"
45,44,[0]
45,37,[1]
46,45,"[0, 1]"
47,39,[0]
47,33,[0]
48,46,[0]
48,43,[1]
49,48,"[0, 1]"
50,49,[0]
50,44,[2]
51,50,"[0, 2]"
52,46,[1]
52,51,[0]
53,47,[0]
53,37,[2]
54,53,"[0, 2]"
55,49,[1]
55,54,[0]
56,54,[2]
56,55,"[0, 1]"
57,52,"[0, 1]"
58,57,[1]
58,57,[0]
59,56,"[0, 1, 2]"
60,59,"[1, 2]"
61,58,"[0, 1]"
62,60,[1]
62,61,[0]
63,62,"[0, 1]"
64,63,[1]
64,60,[2]
65,64,"[1, 2]"
66,65,[1]
66,59,[0]
67,61,[1]
67,66,"[0, 1]"
68,63,[0]
68,65,[2]
69,68,"[0, 2]"
70,69,[0]
70,51,[2]
71,67,[0]
71,70,"[0, 2]"
72,69,[2]
72,71,[2]
