parent,child,segments
10,9,"[0, 1, 2]"
11,1,"[0, 1, 2]"
12,10,"[1, 2]"
13,3,"[0, 1, 2]"
13,4,"[0, 1, 2]"
14,5,"[0, 1, 2]"
15,12,[2]
15,0,"[0, 1, 2]"
16,13,"[0, 1, 2]"
17,2,"[0, 1, 2]"
17,14,[2]
18,8,"[0, 1, 2]"
18,16,[2]
19,6,"[0, 1, 2]"
19,17,"[0, 1, 2]"
20,14,"[0, 1]"
21,18,"[0, 1, 2]"
21,7,"[0, 1, 2]"
22,15,"[0, 1, 2]"
22,20,[0]
23,19,"[0, 1, 2]"
24,11,"[0, 1]"
24,11,[2]
25,16,"[0, 1]"
25,23,"[1, 2]"
26,24,"[0, 1, 2]"
26,23,[0]
27,10,[0]
27,26,"[0, 1, 2]"
28,25,"[0, 1, 2]"
29,28,[2]
29,12,[1]
30,21,"[0, 1, 2]"
30,28,"[0, 1]"
31,22,"[0, 1, 2]"
32,31,"[0, 1]"
33,30,"[0, 1, 2]"
34,27,"[0, 1, 2]"
35,33,"[0, 2]"
36,33,[1]
36,34,[0]
37,34,"[1, 2]"
38,29,"[1, 2]"
39,31,[2]
39,32,[1]
40,32,[0]
40,39,"[1, 2]"
41,20,[1]
41,36,"[0, 1]"
42,41,"[0, 1]"
42,38,[2]
43,42,"[0, 1, 2]"
44,43,[2]
44,38,[1]
45,37,[2]
45,37,[1]
46,35,[2]
46,35,[0]
47,45,"[1, 2]"
48,40,"[0, 1, 2]"
49,44,"[1, 2]"
50,49,[1]
50,43,"[0, 1]"
51,50,"[0, 1]"
52,46,"[0, 2]"
53,49,[2]
53,51,[1]
54,47,[2]
54,53,"[1, 2]"
55,54,"[1, 2]"
56,47,[1]
56,51,[0]
57,56,"[0, 1]"
58,52,[0]
58,52,[2]
59,48,"[0, 2]"
59,55,[2]
60,57,[1]
60,58,"[0, 2]"
61,57,[0]
61,48,[1]
62,61,"[0, 1]"
63,62,[1]
63,59,"[0, 2]"
64,60,"[0, 1, 2]"
65,64,"[0, 2]"
66,63,"[0, 1, 2]"
67,66,"[0, 1]"
68,62,[0]
68,65,[0]
69,68,[0]
69,55,[1]
70,64,[1]
70,65,[2]
71,70,"[1, 2]"
72,69,"[0, 1]"
73,71,[2]
73,72,[1]
74,71,[1]
74,67,[1]
75,73,"[1, 2]"
76,67,[0]
76,72,[0]
77,75,[2]
77,66,[2]
78,74,[1]
78,75,[1]
