parent,child,segments
10,5,"[0, 1, 2]"
11,7,"[0, 1, 2]"
11,10,"[0, 2]"
12,4,"[0, 1, 2]"
13,8,"[0, 1, 2]"
14,9,"[0, 1, 2]"
14,13,"[1, 2]"
15,13,[0]
15,12,"[1, 2]"
16,2,"[0, 1, 2]"
17,14,"[0, 1, 2]"
18,6,"[0, 1, 2]"
19,11,"[0, 1, 2]"
20,18,"[0, 2]"
20,19,"[0, 1]"
21,10,[1]
21,19,[2]
22,16,[2]
22,3,"[0, 1, 2]"
23,21,"[1, 2]"
23,17,"[0, 2]"
24,22,"[0, 1, 2]"
25,17,[1]
25,23,"[0, 1, 2]"
26,24,"[0, 2]"
26,24,[1]
27,12,[0]
27,18,[1]
28,27,"[0, 1]"
29,0,"[0, 1, 2]"
30,29,"[0, 1]"
30,16,"[0, 1]"
31,28,[1]
31,30,"[0, 1]"
32,26,"[0, 1, 2]"
33,29,[2]
33,32,"[0, 2]"
34,20,"[0, 1, 2]"
35,31,"[0, 1]"
35,34,[1]
36,1,"[0, 1, 2]"
36,34,"[0, 2]"
37,25,"[0, 1, 2]"
37,32,[1]
38,36,"[0, 1, 2]"
39,38,"[0, 1]"
39,38,[2]
40,33,"[0, 2]"
40,39,"[0, 1, 2]"
41,15,"[0, 1, 2]"
41,37,"[0, 1, 2]"
42,28,[0]
42,40,"[0, 1, 2]"
43,42,"[0, 1, 2]"
44,41,"[0, 1, 2]"
45,35,"[0, 1]"
45,44,"[0, 2]"
46,43,"[0, 1]"
47,46,[0]
47,46,[1]
48,43,[2]
48,44,[1]
49,47,"[0, 1]"
50,45,"[0, 1, 2]"
50,49,[1]
51,50,"[0, 1, 2]"
51,49,[0]
52,48,"[1, 2]"
53,51,"[1, 2]"
54,53,[2]
54,53,[1]
55,54,"[1, 2]"
56,55,[2]
56,52,[2]
57,52,[1]
57,55,[1]
