parent,child,segments
10,5,"[0, 1, 2]"
10,8,"[0, 1, 2]"
11,2,"[0, 1, 2]"
11,9,"[0, 1, 2]"
12,3,"[0, 1, 2]"
13,10,"[0, 1, 2]"
14,13,"[1, 2]"
14,12,[0]
15,7,"[0, 1, 2]"
16,13,[0]
16,1,"[0, 1, 2]"
17,12,"[1, 2]"
17,4,"[0, 1, 2]"
18,0,"[0, 1, 2]"
18,14,"[0, 1, 2]"
19,15,[0]
19,11,"[0, 1, 2]"
20,16,"[0, 1, 2]"
21,18,"[0, 1, 2]"
22,21,"[1, 2]"
22,17,"[0, 1, 2]"
23,20,[0]
23,21,[0]
24,22,"[0, 1, 2]"
25,20,"[1, 2]"
25,15,"[1, 2]"
26,6,"[0, 1, 2]"
26,19,"[0, 1, 2]"
27,25,"[1, 2]"
27,24,[0]
28,26,"[0, 1, 2]"
29,28,"[0, 2]"
29,23,[0]
30,28,[1]
30,24,"[1, 2]"
31,30,"[1, 2]"
32,31,[2]
32,27,"[0, 1, 2]"
33,29,"[0, 2]"
33,31,[1]
34,32,"[0, 1, 2]"
35,33,"[0, 1, 2]"
36,34,"[0, 2]"
37,34,[1]
37,36,[2]
38,36,[0]
38,37,"[1, 2]"
39,35,"[1, 2]"
40,38,"[0, 1, 2]"
41,40,"[0, 1]"
42,41,[1]
42,40,[2]
43,39,[1]
43,41,[0]
44,42,"[1, 2]"
44,39,[2]
45,44,[1]
45,35,[0]
46,43,"[0, 1]"
47,46,[1]
47,45,"[0, 1]"
48,47,[0]
48,46,[0]
