parent,child,segments
10,2,"[0, 1, 2]"
11,5,"[0, 1, 2]"
12,3,"[0, 1, 2]"
12,11,"[0, 2]"
13,9,"[0, 1, 2]"
14,10,"[0, 1]"
15,1,"[0, 1, 2]"
16,4,"[0, 1, 2]"
17,12,"[0, 1, 2]"
18,15,"[1, 2]"
18,11,[1]
19,6,"[0, 1, 2]"
20,13,"[0, 1]"
20,18,"[1, 2]"
21,19,[0]
21,16,[1]
22,17,[2]
22,7,"[0, 1, 2]"
23,8,"[0, 1, 2]"
24,17,"[0, 1]"
25,23,"[0, 2]"
26,0,"[0, 1, 2]"
27,22,"[0, 1, 2]"
28,21,"[0, 1]"
29,20,"[0, 1, 2]"
30,27,"[0, 1]"
30,14,[0]
31,10,[2]
31,26,[0]
32,26,"[1, 2]"
32,28,[1]
33,25,[2]
33,31,"[0, 2]"
34,33,"[0, 2]"
35,29,"[1, 2]"
36,27,[2]
36,28,[0]
37,16,"[0, 2]"
38,30,"[0, 1]"
39,36,"[0, 2]"
40,39,[2]
40,13,[2]
41,34,[2]
41,35,[2]
42,19,"[1, 2]"
43,14,[1]
43,25,[0]
44,24,[0]
44,40,[2]
45,23,[1]
45,29,[0]
46,45,"[0, 1]"
47,24,[1]
47,44,"[0, 2]"
48,46,[0]
48,43,"[0, 1]"
49,46,[1]
49,41,[2]
50,37,[0]
50,42,[1]
51,35,[1]
51,39,[0]
52,50,"[0, 1]"
52,34,[0]
53,32,"[1, 2]"
54,48,"[0, 1]"
55,52,"[0, 1]"
56,54,[0]
56,47,"[0, 1, 2]"
57,49,"[1, 2]"
57,54,[1]
58,37,[2]
58,55,[0]
59,56,"[0, 1, 2]"
60,57,"[1, 2]"
61,60,[2]
61,15,[0]
62,60,[1]
62,59,[2]
63,59,"[0, 1]"
64,61,"[0, 2]"
65,53,[2]
65,63,[1]
66,62,"[1, 2]"
67,51,"[0, 1]"
68,38,[0]
68,42,[2]
69,66,[1]
69,64,[2]
70,65,"[1, 2]"
71,69,"[1, 2]"
72,71,[1]
72,67,[0]
73,58,"[0, 2]"
73,71,[2]
74,55,[1]
74,70,[2]
75,73,"[0, 2]"
76,72,"[0, 1]"
77,68,"[0, 2]"
78,77,[2]
78,38,[1]
79,78,"[1, 2]"
80,67,[1]
80,77,[0]
81,80,"[0, 1]"
82,79,[2]
82,74,"[1, 2]"
83,82,"[1, 2]"
84,75,[0]
84,83,[1]
85,81,[1]
85,66,[2]
86,63,[0]
86,75,[2]
87,84,"[0, 1]"
88,86,"[0, 2]"
89,85,"[1, 2]"
89,81,[0]
90,76,[1]
90,87,[0]
91,89,"[0, 1, 2]"
92,88,[0]
92,91,[1]
93,90,"[0, 1]"
94,70,[1]
94,64,[0]
95,92,"[0, 1]"
96,93,[0]
96,95,[1]
97,87,[1]
97,53,[1]
98,91,"[0, 2]"
99,96,"[0, 1]"
100,79,[1]
100,99,[1]
101,95,[0]
101,99,[0]
102,94,"[0, 1]"
102,98,[2]
103,83,[2]
103,101,[0]
104,102,"[0, 1, 2]"
105,104,"[0, 2]"
106,103,"[0, 2]"
107,97,[1]
107,106,[0]
108,88,[2]
108,93,[1]
109,107,"[0, 1]"
110,108,"[1, 2]"
111,110,[2]
111,105,[0]
112,109,[1]
112,104,[1]
113,111,"[0, 2]"
114,113,[0]
114,110,[1]
115,76,[0]
115,109,[0]
116,114,"[0, 1]"
117,116,[0]
117,116,[1]
118,117,"[0, 1]"
119,105,[2]
119,113,[2]
120,118,[1]
120,112,[1]
121,118,[0]
121,115,[0]
122,120,[1]
122,106,[2]
123,122,"[1, 2]"
123,100,[1]
124,98,[0]
124,121,[0]
125,123,[2]
125,119,[2]
