parent,child,segments
10,9,"[0, 1, 2]"
10,0,"[0, 1, 2]"
11,8,"[0, 1, 2]"
12,10,"[0, 1, 2]"
13,5,"[0, 1, 2]"
14,6,"[0, 1, 2]"
14,12,[0]
15,11,[0]
15,3,"[0, 1, 2]"
16,1,"[0, 1, 2]"
16,13,"[0, 1]"
17,7,"[0, 1, 2]"
18,14,"[0, 1, 2]"
18,12,"[1, 2]"
19,4,"[0, 1, 2]"
19,18,"[0, 1, 2]"
20,17,"[1, 2]"
21,15,"[0, 1, 2]"
21,20,[1]
22,21,"[0, 1, 2]"
22,16,"[0, 1, 2]"
23,2,"[0, 1, 2]"
24,13,[2]
24,17,[0]
25,22,"[0, 1, 2]"
26,24,"[0, 2]"
26,11,"[1, 2]"
27,19,"[0, 1, 2]"
27,25,"[0, 1]"
28,27,"[0, 1, 2]"
28,23,"[0, 2]"
29,28,"[0, 1, 2]"
29,23,[1]
30,29,"[0, 1, 2]"
31,20,[2]
31,30,"[0, 2]"
32,26,"[0, 1, 2]"
32,25,[2]
33,32,"[0, 1, 2]"
34,31,"[0, 2]"
35,33,"[0, 2]"
35,34,[0]
36,33,[1]
36,35,[2]
37,36,"[1, 2]"
38,34,[2]
38,30,[1]
39,38,"[1, 2]"
40,37,[2]
40,37,[1]
41,40,"[1, 2]"
42,39,[2]
42,41,[2]
43,41,[1]
43,39,[1]
