parent,child,segments
10,8,"[0, 1, 2]"
11,6,"[0, 1, 2]"
11,10,"[1, 2]"
12,7,"[0, 1, 2]"
12,1,"[0, 1, 2]"
13,3,"[0, 1, 2]"
13,0,"[0, 1, 2]"
14,5,"[0, 1, 2]"
14,9,"[0, 1, 2]"
15,11,"[0, 1, 2]"
16,2,"[0, 1, 2]"
17,15,[2]
17,16,"[0, 2]"
18,12,"[0, 1, 2]"
18,17,"[0, 2]"
19,13,"[0, 1, 2]"
20,19,"[1, 2]"
20,10,[0]
21,18,"[0, 1, 2]"
22,14,"[0, 1, 2]"
23,22,[0]
23,16,[1]
24,21,[0]
24,22,"[1, 2]"
25,23,"[0, 1]"
26,15,"[0, 1]"
27,26,[1]
27,20,"[0, 1, 2]"
28,4,"[0, 1, 2]"
28,25,[1]
29,27,"[0, 1, 2]"
30,28,"[0, 1, 2]"
30,29,"[0, 2]"
31,24,"[0, 1, 2]"
31,26,[0]
32,21,"[1, 2]"
33,30,"[0, 1, 2]"
34,33,[0]
34,33,"[1, 2]"
35,29,[1]
35,34,"[0, 1, 2]"
36,35,"[0, 1, 2]"
37,32,[2]
37,31,"[0, 1, 2]"
38,25,[0]
38,36,"[1, 2]"
39,38,"[0, 1, 2]"
40,32,[1]
40,36,[0]
41,37,"[0, 1, 2]"
42,40,"[0, 1]"
43,42,[0]
43,41,[0]
44,19,[0]
44,39,[2]
45,41,"[1, 2]"
46,45,[1]
46,45,[2]
47,44,"[0, 2]"
47,42,[1]
48,47,"[0, 1, 2]"
49,48,[2]
49,48,"[0, 1]"
50,43,[0]
50,49,"[0, 1, 2]"
51,46,"[1, 2]"
51,39,"[0, 1]"
52,50,"[0, 1, 2]"
53,52,"[0, 2]"
53,52,[1]
54,51,"[0, 1, 2]"
55,53,"[0, 1, 2]"
56,54,"[1, 2]"
56,55,"[0, 1]"
57,56,"[0, 2]"
58,55,[2]
58,57,[2]
59,54,[0]
59,57,[0]
