parent,child,segments
10,1,"[0, 1, 2]"
11,5,"[0, 1, 2]"
12,11,"[1, 2]"
12,11,[0]
13,0,"[0, 1, 2]"
13,12,"[0, 1, 2]"
14,6,"[0, 1, 2]"
15,7,"[0, 1, 2]"
16,3,"[0, 1, 2]"
17,13,"[0, 1, 2]"
17,8,"[0, 1, 2]"
18,14,"[0, 2]"
18,10,"[0, 2]"
19,9,"[0, 1, 2]"
20,10,[1]
20,16,[2]
21,18,"[0, 2]"
21,16,"[0, 1]"
22,2,"[0, 1, 2]"
23,15,"[1, 2]"
24,4,"[0, 1, 2]"
24,20,"[1, 2]"
25,14,[1]
25,24,"[0, 1, 2]"
26,22,[0]
26,22,"[1, 2]"
27,17,"[0, 1, 2]"
27,15,[0]
28,26,"[0, 1, 2]"
28,27,"[0, 1, 2]"
29,25,"[0, 1, 2]"
30,21,"[0, 1, 2]"
31,19,"[0, 1]"
32,30,"[1, 2]"
33,23,[1]
33,19,[2]
34,29,"[1, 2]"
35,31,[0]
35,33,"[1, 2]"
36,32,[1]
36,28,"[0, 1, 2]"
37,36,"[0, 1, 2]"
37,29,[0]
38,34,[2]
38,37,"[0, 1, 2]"
39,34,[1]
39,35,"[0, 1, 2]"
40,39,"[0, 1, 2]"
41,38,"[0, 1, 2]"
42,30,[0]
42,41,[1]
43,40,[0]
43,42,"[0, 1]"
44,40,"[1, 2]"
45,44,[2]
45,41,"[0, 2]"
46,45,"[0, 2]"
46,44,[1]
47,46,"[0, 1, 2]"
48,47,"[0, 2]"
48,23,[2]
49,43,"[0, 1]"
50,48,"[0, 2]"
50,49,[1]
51,50,"[0, 1, 2]"
52,31,[1]
52,51,[0]
53,52,"[0, 1]"
53,51,"[1, 2]"
54,53,"[0, 1, 2]"
55,54,"[1, 2]"
56,47,[1]
56,32,[2]
57,55,[2]
57,54,[0]
58,57,"[0, 2]"
59,55,[1]
59,56,"[1, 2]"
60,49,[0]
60,59,[2]
61,60,"[0, 2]"
62,61,[2]
62,58,[0]
63,62,"[0, 2]"
64,63,[2]
64,61,[0]
65,64,"[0, 2]"
66,58,[2]
66,65,[2]
67,63,[0]
67,65,[0]
