parent,child,segments
10,2,"[0, 1, 2]"
11,7,"[0, 1, 2]"
12,11,"[0, 2]"
13,9,"[0, 1, 2]"
14,13,"[0, 2]"
15,3,"[0, 1, 2]"
16,15,"[0, 1]"
17,4,"[0, 1, 2]"
18,17,"[1, 2]"
19,6,"[0, 1, 2]"
20,5,"[0, 1, 2]"
21,15,[2]
21,14,[2]
22,13,[1]
22,12,[2]
23,22,"[1, 2]"
24,23,[2]
24,18,[1]
25,18,[2]
25,19,[2]
26,8,"[0, 1, 2]"
27,10,[0]
27,20,[2]
28,24,"[1, 2]"
29,20,"[0, 1]"
30,19,"[0, 1]"
31,27,"[0, 2]"
32,23,[1]
32,10,"[1, 2]"
33,16,[1]
33,31,[2]
34,32,"[1, 2]"
35,33,"[1, 2]"
35,1,"[0, 1, 2]"
36,34,[1]
36,26,[1]
37,29,[1]
37,0,"[0, 1, 2]"
38,12,[0]
38,11,[1]
39,35,"[0, 1, 2]"
40,30,[0]
40,30,[1]
41,38,"[0, 1]"
42,26,"[0, 2]"
43,37,"[0, 1, 2]"
43,17,[0]
44,43,"[0, 1, 2]"
45,42,[0]
45,44,"[0, 1]"
46,39,"[1, 2]"
47,45,"[0, 1]"
48,14,[0]
48,28,[1]
49,42,[2]
49,39,[0]
50,28,[2]
50,47,[0]
51,49,"[0, 2]"
52,48,"[0, 1]"
52,41,[1]
53,40,"[0, 1]"
53,34,[2]
54,41,[0]
54,21,[2]
55,53,"[0, 1, 2]"
56,52,"[0, 1]"
57,47,[1]
57,50,"[0, 2]"
58,55,"[0, 2]"
58,46,[1]
59,51,[2]
59,57,"[0, 1, 2]"
60,59,"[0, 1, 2]"
61,60,"[0, 1]"
62,46,[2]
62,61,[0]
63,54,"[0, 2]"
64,44,[2]
64,56,[1]
65,62,"[0, 2]"
66,65,[0]
66,55,[1]
67,56,[0]
67,29,[0]
68,31,[0]
68,58,"[0, 1, 2]"
69,68,"[0, 1, 2]"
70,69,"[0, 1]"
71,16,[0]
71,63,[2]
72,64,"[1, 2]"
73,71,"[0, 2]"
74,72,[2]
74,61,[1]
75,74,"[1, 2]"
76,75,[1]
76,73,[0]
77,66,"[0, 1]"
78,76,"[0, 1]"
79,51,[0]
79,63,[0]
80,65,[2]
80,69,[2]
81,78,[1]
81,72,[1]
82,79,[0]
82,60,[2]
83,82,"[0, 2]"
83,81,[1]
84,83,"[0, 1, 2]"
85,84,"[0, 1]"
86,80,[2]
86,70,[0]
87,25,[2]
87,78,[0]
88,77,[0]
88,85,[0]
89,85,[1]
89,67,[0]
90,89,"[0, 1]"
91,36,[1]
91,90,[1]
92,90,[0]
92,84,[2]
93,92,"[0, 2]"
94,87,"[0, 2]"
95,86,"[0, 2]"
96,75,[2]
96,73,[2]
97,93,[0]
97,88,[0]
98,97,[0]
98,93,[2]
99,98,"[0, 2]"
100,77,[1]
100,99,[0]
101,100,"[0, 1]"
102,94,[2]
102,96,[2]
103,101,[0]
103,99,[2]
104,101,[1]
104,95,[0]
105,103,"[0, 2]"
105,104,"[0, 1]"
106,105,"[0, 1, 2]"
107,106,"[0, 2]"
108,102,[2]
108,107,[2]
109,95,[2]
109,108,[2]
110,91,[1]
110,106,[1]
111,107,[0]
111,110,[1]
112,111,"[0, 1]"
113,70,[1]
113,112,[1]
114,112,[0]
114,94,[0]
