parent,child,segments
10,8,"[0, 1, 2]"
11,1,"[0, 1, 2]"
12,7,"[0, 1, 2]"
13,0,"[0, 1, 2]"
14,9,"[0, 1, 2]"
15,13,[1]
15,12,[1]
16,2,"[0, 1, 2]"
17,12,"[0, 2]"
18,5,"[0, 1, 2]"
19,3,"[0, 1, 2]"
20,15,[1]
20,17,[0]
21,13,"[0, 2]"
22,19,"[0, 2]"
22,11,[1]
23,14,"[0, 1]"
24,10,"[1, 2]"
25,20,"[0, 1]"
26,11,"[0, 2]"
27,25,[0]
27,18,[2]
28,18,"[0, 1]"
29,22,"[0, 1, 2]"
30,29,"[0, 2]"
31,21,[0]
31,16,[0]
32,6,"[0, 1, 2]"
32,28,[1]
33,21,[2]
33,4,"[0, 1, 2]"
34,16,"[1, 2]"
34,31,[0]
35,34,"[0, 1, 2]"
36,17,[2]
36,24,[1]
37,35,[0]
37,36,"[1, 2]"
38,32,"[0, 1, 2]"
39,29,[1]
39,23,[1]
40,37,"[0, 1, 2]"
41,38,[0]
41,25,[1]
42,40,"[0, 2]"
42,38,"[1, 2]"
43,42,"[0, 1, 2]"
43,24,[2]
44,43,"[0, 1, 2]"
45,41,"[0, 1]"
46,27,"[0, 2]"
47,46,[0]
47,44,[1]
48,35,"[1, 2]"
49,45,[0]
49,30,[2]
50,48,[1]
50,40,[1]
51,26,[2]
51,48,[2]
52,44,"[0, 2]"
53,47,"[0, 1]"
54,49,"[0, 2]"
54,28,[0]
55,52,[0]
55,46,[2]
56,26,[0]
56,14,[2]
57,23,[0]
57,53,[1]
58,54,"[0, 2]"
59,57,"[0, 1]"
60,56,"[0, 2]"
61,33,"[0, 1, 2]"
62,55,"[0, 2]"
63,61,"[0, 2]"
64,62,[0]
64,58,[2]
65,63,[2]
65,45,[1]
66,53,[0]
66,58,[0]
67,50,[1]
67,61,[1]
68,39,[1]
68,51,[2]
69,52,[2]
69,60,[2]
70,64,"[0, 2]"
71,66,[0]
71,65,"[1, 2]"
72,67,[1]
72,71,"[0, 1, 2]"
73,70,[0]
73,19,[1]
74,73,"[0, 1]"
75,70,[2]
75,74,[1]
76,75,"[1, 2]"
77,72,"[0, 1, 2]"
78,77,"[1, 2]"
79,59,[0]
79,74,[0]
80,68,"[1, 2]"
81,69,[2]
81,63,[0]
82,81,"[0, 2]"
82,62,[2]
83,30,[0]
83,77,[0]
84,82,"[0, 2]"
85,59,[1]
85,79,[0]
86,83,[0]
86,76,[2]
87,85,"[0, 1]"
88,86,"[0, 2]"
89,10,[0]
89,60,[0]
90,76,[1]
90,84,[2]
91,90,"[1, 2]"
92,80,[2]
92,87,[1]
93,91,[1]
93,91,[2]
94,93,"[1, 2]"
95,92,"[1, 2]"
96,88,[2]
96,94,[1]
97,96,"[1, 2]"
98,78,[2]
98,89,[0]
99,98,"[0, 2]"
100,94,[2]
100,78,[1]
101,99,[0]
101,100,"[1, 2]"
102,88,[0]
102,97,[1]
103,80,[1]
103,95,[1]
104,102,"[0, 1]"
105,101,"[0, 1, 2]"
106,104,[1]
106,103,[1]
107,105,"[0, 1]"
107,99,[2]
108,97,[2]
108,87,[0]
109,107,"[0, 1, 2]"
110,106,[1]
110,84,[0]
111,108,"[0, 2]"
112,109,"[1, 2]"
113,110,"[0, 1]"
114,109,[0]
114,112,[1]
115,114,"[0, 1]"
116,111,[2]
116,104,[0]
117,95,[2]
117,115,[0]
118,115,[1]
118,105,[2]
119,118,"[1, 2]"
120,113,[0]
120,119,[2]
121,120,"[0, 2]"
122,117,"[0, 2]"
123,116,"[0, 2]"
124,119,[1]
124,112,[2]
125,122,[2]
125,121,[0]
126,125,"[0, 2]"
127,124,"[1, 2]"
128,122,[0]
128,113,[1]
129,127,[1]
129,121,[2]
130,129,"[1, 2]"
131,127,[2]
131,128,"[0, 1]"
132,131,"[0, 1, 2]"
133,111,[0]
133,130,[1]
134,133,"[0, 1]"
135,134,[1]
135,123,[2]
136,132,[2]
136,132,"[0, 1]"
137,135,"[1, 2]"
138,136,"[0, 1, 2]"
139,130,[2]
139,138,[0]
140,139,"[0, 2]"
141,138,"[1, 2]"
142,141,[1]
142,137,[2]
143,142,"[1, 2]"
144,126,[2]
144,137,[1]
145,144,"[1, 2]"
146,143,[2]
146,126,[0]
147,140,[2]
147,145,[2]
148,141,[2]
148,140,[0]
149,146,"[0, 2]"
150,134,[0]
150,143,[1]
151,148,"[0, 2]"
152,150,"[0, 1]"
153,149,[2]
153,151,[0]
154,153,"[0, 2]"
155,147,[2]
155,152,[0]
156,155,"[0, 2]"
157,151,[2]
157,123,[0]
158,157,"[0, 2]"
159,158,[0]
159,156,[0]
160,152,[1]
160,159,[0]
161,158,[2]
161,156,[2]
162,160,"[0, 1]"
163,161,[2]
163,162,[1]
164,163,"[1, 2]"
165,164,[2]
165,145,[1]
166,162,[0]
166,165,"[1, 2]"
167,166,"[0, 1, 2]"
168,167,"[0, 2]"
169,154,[0]
169,168,[2]
170,169,"[0, 2]"
171,170,[2]
171,167,[1]
172,171,"[1, 2]"
173,164,[1]
173,170,[0]
174,154,[2]
174,168,[0]
175,173,"[0, 1]"
176,174,"[0, 2]"
177,175,[0]
177,172,[2]
178,177,"[0, 2]"
179,172,[1]
179,176,[2]
180,179,"[1, 2]"
181,178,[0]
181,175,[1]
182,181,"[0, 1]"
183,178,[2]
183,180,[1]
184,183,"[1, 2]"
185,180,[2]
185,184,[2]
186,182,[1]
186,182,[0]
187,186,"[0, 1]"
188,184,[1]
188,176,[0]
189,188,"[0, 1]"
190,149,[0]
190,187,[0]
191,187,[1]
191,190,[0]
192,191,"[0, 1]"
193,192,[1]
193,189,[1]
194,192,[0]
194,189,[0]
