parent,child,segments
10,7,"[0, 1, 2]"
11,3,"[0, 1, 2]"
12,8,"[0, 1, 2]"
13,9,"[0, 1, 2]"
13,0,"[0, 1, 2]"
14,2,"[0, 1, 2]"
14,11,[0]
15,6,"[0, 1, 2]"
15,12,[2]
16,12,"[0, 1]"
17,1,"[0, 1, 2]"
18,11,"[1, 2]"
19,4,"[0, 1, 2]"
20,15,"[0, 1, 2]"
20,16,[1]
21,19,"[0, 1]"
21,10,"[0, 2]"
22,5,"[0, 1, 2]"
23,14,"[0, 1, 2]"
24,20,"[0, 1, 2]"
24,18,[2]
25,24,"[0, 1, 2]"
26,25,"[0, 2]"
27,17,"[0, 2]"
28,13,"[0, 1, 2]"
29,26,[2]
29,10,[1]
30,21,"[0, 1, 2]"
31,23,"[1, 2]"
32,27,[2]
32,18,[1]
33,31,[2]
33,26,[0]
34,16,[0]
34,17,[1]
35,23,[0]
35,28,"[1, 2]"
36,22,"[0, 2]"
36,22,[1]
37,35,"[0, 1, 2]"
38,34,"[0, 1]"
39,36,"[0, 1, 2]"
40,28,[0]
40,37,[1]
41,32,"[1, 2]"
41,33,"[0, 2]"
42,30,"[0, 2]"
43,41,"[0, 1, 2]"
43,38,[0]
44,29,"[1, 2]"
44,30,[1]
45,43,"[0, 1, 2]"
46,39,[2]
46,45,[1]
47,39,"[0, 1]"
47,27,[0]
48,47,"[0, 1]"
49,40,"[0, 1]"
50,42,[2]
50,48,[1]
51,49,[1]
51,31,[1]
52,44,"[1, 2]"
53,50,"[1, 2]"
54,48,[0]
54,46,"[1, 2]"
55,25,[1]
55,19,[2]
56,53,[2]
56,45,"[0, 2]"
57,54,"[0, 1, 2]"
58,55,"[1, 2]"
59,56,"[0, 2]"
59,57,[2]
60,37,"[0, 2]"
61,51,[1]
61,60,[0]
62,58,[1]
62,59,"[0, 2]"
63,61,"[0, 1]"
64,62,"[0, 1, 2]"
65,49,[0]
65,42,[0]
66,53,[1]
66,38,[1]
67,65,[0]
67,63,[0]
68,64,"[0, 2]"
68,60,[2]
69,58,[2]
69,68,"[0, 2]"
70,69,"[0, 2]"
71,66,[1]
71,70,[2]
72,52,[1]
72,52,[2]
73,57,"[0, 1]"
74,71,"[1, 2]"
74,72,"[1, 2]"
75,64,[1]
75,67,[0]
76,73,[1]
76,75,"[0, 1]"
77,76,"[0, 1]"
78,73,[0]
78,63,[1]
79,77,[0]
79,78,"[0, 1]"
80,79,"[0, 1]"
81,70,[0]
81,80,[1]
82,81,"[0, 1]"
83,77,[1]
83,80,[0]
84,82,[0]
84,82,[1]
85,84,"[0, 1]"
86,85,[1]
86,85,[0]
87,83,"[0, 1]"
88,86,"[0, 1]"
89,88,[1]
89,88,[0]
90,87,[1]
90,89,"[0, 1]"
91,90,"[0, 1]"
91,74,[1]
92,87,[0]
92,91,[0]
