parent,child,segments
10,2,"[0, 1, 2]"
11,9,"[0, 1, 2]"
11,4,"[0, 1, 2]"
12,3,"[0, 1, 2]"
13,11,"[0, 1, 2]"
13,7,"[0, 1, 2]"
14,1,"[0, 1, 2]"
14,5,"[0, 1, 2]"
15,10,"[0, 2]"
16,0,"[0, 1, 2]"
17,16,"[0, 1]"
17,12,"[1, 2]"
18,15,[0]
18,10,[1]
19,8,"[0, 1, 2]"
19,16,[2]
20,17,"[0, 1, 2]"
20,13,"[0, 1, 2]"
21,19,"[0, 1, 2]"
21,18,"[0, 1]"
22,20,"[0, 1, 2]"
23,21,"[0, 1, 2]"
24,23,"[0, 1]"
24,14,"[0, 1, 2]"
25,12,[0]
25,15,[2]
26,25,"[0, 2]"
26,23,[2]
27,22,[2]
27,6,"[0, 1, 2]"
28,24,"[0, 1, 2]"
28,22,"[0, 1]"
29,26,"[0, 2]"
29,28,"[0, 1, 2]"
30,29,"[0, 1, 2]"
30,27,"[0, 1, 2]"
